No,Entry,Expt.,ClogP,Polarizability,Predicted,Residual,Predicted,Residual,Predicted,Residual,Predicted,Residual,SLN
316,195175,-2.5,0.37,145.801,-2.0129,-0.48709999999999987,-1.9449,-0.5550999999999999,-1.8616,-0.6384000000000001,-1.72,-0.78,C[1](=C(C[3]=C(CH=CH@1)N=CHCH=CH@3)NH2)S(OH)(=O)=O
317,1953717,-1.562,1.73,122.462,-2.4492,0.8871999999999998,-2.6062,1.0441999999999998,-2.5984,1.0363999999999998,-2.79,1.228,C[1](=C(C(=CHCH=C@1Cl)OCH3)OH)OCH3
318,1953893,-1.641,0.69,124.068,-1.7415,0.10050000000000003,-1.678,0.03699999999999992,-1.844,0.20300000000000007,-1.7128,0.07180000000000009,C[1](C(OCH2C(=O)NH2)=O)=CHCH=CHCH=CH@1
319,1954310,-4.272,3.64,141.444,-3.8128,-0.45920000000000005,-3.7926,-0.47940000000000005,-3.8924,-0.3796000000000004,-3.8654,-0.4066000000000001,C[1]=C(C(=CHCH=C@1CH=CHCH=CH@1)CH3)N[+1](O[-1])=O
320,195432,-1.473,0.17,141.925,-1.6972,0.22419999999999995,-1.738,0.2649999999999999,-1.8153,0.3422999999999998,-1.8887,0.41569999999999996,C[1](C(NHC(NHC@1=O)=S)=O)(CH2CH2OH)CH2CH3
321,19560,-3.6,2,144.944,-3.6026,0.0025999999999997137,-3.7126,0.11260000000000003,-3.8971,0.2970999999999999,-3.9082,0.3081999999999998,C[1]C(=C[3]C(=CHC=@1OC(CH=CH@1)=O)OCH=CH@3)OCH3
322,196111,-1.694,-0.0312,163.704,-1.9349,0.24090000000000011,-2.1246,0.4306000000000001,-1.7656,0.07160000000000011,-2.0163,0.32230000000000025,C[1](S(N=[S=I]C[4]NHCH=CHCH2@4)(=O)=O)=CHCH=C(CH=CH@1)NH2
323,196453,-3.52,1.93,144.944,-3.6107,0.0907,-3.7486,0.22860000000000014,-3.8101,0.2900999999999998,-3.8613,0.34129999999999994,C[1]C(=C[3]C(=CHC=@1CH=CHC(O@1)=O)CH=CHO@3)OCH3
324,196471,-4.001,3.24,170.368,-4.2181,0.2170999999999994,-3.9927,-0.008300000000000196,-4.1672,0.1661999999999999,-3.919,-0.0820000000000003,C[1]=C(N(C(CH=C@1CH3)=O)OH)CH=CHC[19]=C@1CH=CHCH=CH@19
325,1966533,-2.237,1.4,149.036,-1.9955,-0.24150000000000005,-1.9576,-0.2794000000000001,-2.0595,-0.1775000000000002,-2.0378,-0.19920000000000027,C[1](C(OCH2C(NHCH2CH3)=O)=O)=CHCH=CHCH=CH@1
326,1967014,-3.856,3.34,157.579,-3.8711,0.015100000000000335,-3.8133,-0.04269999999999996,-3.844,-0.01200000000000001,-3.8582,0.002200000000000202,C[1](C[2]=CHCH=CHCH=CH@2)=CHC(=C(CH=CH@1)N[+1](O[-1])=O)OH
327,1968440,-3.934,3.53,192.157,-3.395,-0.5390000000000001,-3.3813,-0.5527000000000002,-3.5012,-0.4328000000000003,-3.5029,-0.43110000000000026,C(N(CH2CH3)CH2CH3)(SCH2C[21]=CHCH=C(CH=CH@21)Cl)=O
328,1975028,-2.071,1.74,174.004,-2.1061,0.03509999999999991,-2.2168,0.14579999999999993,-2.2865,0.21550000000000002,-2.3943,0.3232999999999997,C[1](C(OCH2C(N(CH2CH3)CH2CH3)=O)=O)=CHCH=CHCH=CH@1
329,1977054,-2.684,2.95,171.558,-2.9273,0.24329999999999963,-3.0007,0.3167,-3.1936,0.5095999999999998,-3.077,0.3929999999999998,C[1](CH2OC(SCH2C(OH)=O)=S)=CHCH=CHCH=CH@1
330,1978855,-3.319,2.44,170.515,-2.898,-0.4209999999999998,-2.651,-0.6680000000000001,-2.9488,-0.3702000000000001,-2.8186,-0.5004,S(C[2]=C(CH=CHCH=CH@2)OH)(C[14]=C(CH=CHCH=CH@14)OH)(=O)=O
331,1981530,-5.723,5.23,170.129,-4.585,-1.138,-4.44,-1.2829999999999995,-4.6134,-1.1095999999999995,-4.4669,-1.2561,CH(ON[+1](O[-1])=O)(CH2ON[+1](O[-1])=O)CH2CH2CH2CH2CH2CH2CH2CH3
332,1982354,-3.307,3.84,206.508,-4.1618,0.8548000000000004,-4.0974,0.7904000000000004,-4.0298,0.7227999999999999,-3.9783,0.6713,C[1](C[2]=C(CH=CHCH=@1)CH=CHCH=CH@2)N(C(C[20]=CHCH=CHCH=CH@20)=O)OH
333,198351,-2.528,1.71,144.527,-2.3781,-0.14990000000000014,-2.3213,-0.2067000000000001,-2.2585,-0.26949999999999985,-2.1378,-0.3902000000000001,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH2CH3)CH2CH2CH3
334,198674,-2.215,0.62,134.109,-3.0035,0.7885,-3.1325,0.9175,-3.0919,0.8769,-3.3489,1.1339000000000001,C[1]=C(N=C(NHC@1=O)CH3)CH=CHC(=CH@1)N[+1](O[-1])=O
335,1987323,-3.486,5.89,231.005,-4.8344,1.3483999999999994,-4.5755,1.0894999999999997,-4.8453,1.3592999999999997,-4.6342,1.1481999999999997,C[1](=C(C(OCH2CH2CH2CH2CH3)=O)CH=CHCH=CH@1)C(OCH2CH2CH2CH2CH3)=O
336,199076,-2.55,1.63,135.167,-3.0004,0.45040000000000013,-3.2476,0.6976,-3.0263,0.47630000000000017,-3.3123,0.7623000000000002,C[1]=C(CH(OC@1=O)CH2CH3)CH=CHC(=CH@1)N[+1](O[-1])=O
337,199127,-2.39,1.52,144.527,-2.2926,-0.09739999999999993,-2.2913,-0.09870000000000001,-2.2027,-0.18730000000000002,-2.0999,-0.29010000000000025,C[1](C(NHC(NHC@1=O)=O)=O)(CH(CH2CH3)CH3)CH2CH3
338,2006401,-2.352,0.0845,181.56,-1.6285,-0.7234999999999998,-1.2811,-1.0709,-1.9537,-0.3982999999999999,-1.6467,-0.7052999999999998,C[1](CH2OC(NHCH2C(NHCH2C(=O)NH2)=O)=O)=CHCH=CHCH=CH@1
339,2009916,-5.266,6,269.139,-5.2513,-0.01470000000000038,-5.0381,-0.2279,-5.6174,0.35139999999999993,-5.472,0.2060000000000004,C[1](=C(CH=CHC(=CH@1)OCH3)OCH2CH2CH2CH2CH2CH2CH(C(CH2CH3)=O)C(CH2CH3)=O)Cl
340,201786,-1.672,1.71,144.527,-2.3987,0.7266999999999999,-2.3513,0.6793000000000002,-2.4053,0.7333000000000001,-2.3745,0.7024999999999999,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH2CH2CH3)CH2CH3
341,201825,-2.458,1.14,148.261,-2.3982,-0.059800000000000075,-2.3444,-0.11360000000000037,-2.3509,-0.10709999999999997,-2.1997,-0.2583000000000002,C[1](C[2]=CHCH=CHCH=CH@2)(C(NHC(NHC@1=O)=O)=O)CH3
342,202119,-2.119,1.65,156.355,-2.465,0.34599999999999964,-2.4884,0.36939999999999973,-2.4445,0.3254999999999999,-2.2987,0.17969999999999997,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH(CH3)CH3)CH2CH=CH2
343,203447,-1.517,1.09,171.985,-2.5228,1.0058000000000002,-2.8343,1.3173,-2.6405,1.1235,-2.9926,1.4756,C[1]C(=C(CH=CHC=@1NHC(=O)CH3)OCH2CH3)N=CHCH=CH@1
344,203514,-1.345,-0.91,138.384,-1.1858,-0.1592,-1.6079,0.26290000000000013,-0.8013,-0.5437,-1.1481,-0.19690000000000007,C[1](=C(C(=NCH=C@1C(OH)=O)CH3)C(=O)CH3)C(OH)=O
345,203965,-1.728,0.2,159.76,-1.7746,0.046599999999999975,-1.9101,0.18209999999999993,-1.9133,0.18530000000000002,-2.1306,0.40259999999999985,C[1](C(NHN=[S=N]C(CH2CH2C(OH)=O)CH3)=O)SCH=CHN=@1
346,204505,-2.384,0.59,148.515,-3.6089,1.2249000000000003,-3.6669,1.2829000000000002,-3.6346,1.2506,-3.7383,1.3543000000000003,C[1]=C(N=C(C(=N@1)CH2CH3)CH2CH3)NHC(NHC@1=O)=O
347,204533,-1.908,1.74,183.881,-3.0622,1.1542,-3.5328,1.6248,-2.8239,0.9159000000000002,-3.3023,1.3942999999999999,N[1](C(C(=C(N@1CH3)CH3)CH(CH3)CH3)=O)C[25]=CHCH=CHCH=CH@25
348,2046354,-3.824,3.18,128.96,-3.329,-0.49499999999999966,-3.3124,-0.5116,-3.3421,-0.4819,-3.3418,-0.48219999999999974,C[1]C(=CHCH=C(CH=@1)N[+1](O[-1])=O)CH=CHCH=CH@1
349,2047128,-2.297,1.74,129.487,-1.9658,-0.33120000000000016,-1.8992,-0.39780000000000015,-1.8051,-0.4919000000000002,-1.5745,-0.7225000000000001,C[1](C(C(=[S=N]NOH)CH3)=[S=I]NOH)=CHCH=CHCH=CH@1
350,2047373,-1.19,1.21,134.264,-1.4901,0.30010000000000003,-1.6414,0.4514,-1.3884,0.19840000000000013,-1.4993,0.30930000000000013,C[1](=C(CH=CHCH=CH@1)CH3)OCH2CH(CH2OH)OH
351,2049375,-0.729,0.57,138.571,-1.1858,0.4568,-1.4366,0.7076000000000001,-1.1491,0.42010000000000003,-1.3105,0.5815,C[1](=C(CH=CHCH=CH@1)OCH3)OCH2CH(CH2OH)OH
352,2049386,-1.018,-0.02,138.571,-0.9524,-0.06559999999999999,-1.4002,0.3821999999999999,-0.8682,-0.14980000000000004,-1.1716,0.15359999999999996,C[1](=CHC(=CHCH=CH@1)OCH2CH2OH)OCH2CH2OH
353,2051369,-2.966,2.59,125.229,-3.1832,0.21719999999999962,-3.1345,0.16849999999999987,-3.2741,0.3080999999999996,-3.2437,0.27769999999999984,C[1](=C(CH=CHC(=CH@1)C(OH)=O)Br)N[+1](O[-1])=O
354,2051765,-2.825,3.61,168.251,-2.4741,-0.3509000000000002,-1.7534,-1.0716,-2.4657,-0.3593000000000002,-1.7627,-1.0623000000000002,CH2(C(=[S=N]NCH2CH2N=[S=I]C(CH2C(=O)CH3)CH3)CH3)C(=O)CH3
355,2052054,-1.939,0.22,114.223,-1.7112,-0.2278,-1.8314,-0.10760000000000014,-1.7459,-0.19310000000000005,-1.8141,-0.12490000000000001,C[1](C(NHOH)=O)=CHCH=C(CH=CH@1)N[+1](O[-1])=O
356,2052332,-2.531,3.04,160.932,-2.8474,0.3163999999999998,-2.8369,0.30589999999999984,-2.6346,0.10359999999999969,-2.5069,-0.024100000000000232,C[1](=C(CH(CH2CH3)CH3)CH=CHCH=CH@1)OC(NHCH3)=O
357,2052601,-2.869,0.82,126.707,-1.7598,-1.1092000000000002,-1.7764,-1.0926000000000002,-1.572,-1.2970000000000002,-1.5392,-1.3298000000000003,C(C[2]=CHCH=C(CH=CH@2)N[+1](O[-1])=O)(N(OH)CH3)=O
358,2052993,-5.699,4.23,196.043,-3.9563,-1.7426999999999997,-3.5772,-2.1218,-3.9759,-1.7230999999999996,-3.5489,-2.1500999999999997,C[1](C(CH=[S=I]CHC[7]=CHCH=C(CH=CH@7)OCH3)=O)=C(CH=CHCH=CH@1)OH
359,2053223,-2.283,1.84,126.707,-2.4082,0.12519999999999998,-2.1638,-0.11919999999999975,-2.545,0.262,-2.3445,0.06150000000000011,C[1](C(NHOCH3)=O)=CHCH=C(CH=CH@1)N[+1](O[-1])=O
360,205346,-1.515,1.56,159.755,-2.6212,1.1062,-2.9512,1.4362000000000001,-2.4281,0.9131000000000002,-2.7277,1.2127000000000001,N[1](C(=CHC(=N@1)OC[8]=NC(=CHC(=N@8)CH3)CH3)CH3)CH3
361,2054564,-1.879,0.42,146.278,-1.5172,-0.3617999999999999,-1.381,-0.498,-1.713,-0.16599999999999993,-1.5433,-0.3357000000000001,C[1](CH2OC(NHCH2C(=O)NH2)=O)=CHCH=CHCH=CH@1
362,2054802,-4.737,4.46,206.037,-4.0194,-0.7176,-3.9323,-0.8047,-4.0794,-0.6576000000000004,-3.873,-0.8639999999999999,C[1](=C(C(OCH2CH(CH3)CH3)=O)CH=CHCH=CH@1)C(OCH2CH(CH3)CH3)=O
363,205542,-5.094,0.96,175.704,-2.4339,-2.6601000000000004,-2.5481,-2.5459000000000005,-2.6517,-2.4423000000000004,-2.8417,-2.2523000000000004,C[1]=C(NHCH=C@1CH2CH2NHC(=O)CH3)CH=CHC(=CH@1)OCH3
364,2055620,-2.962,3.21,145.075,-4.0758,1.1138,-4.1668,1.2048,-4.1648,1.2027999999999994,-4.2475,1.2854999999999994,C[1](=C(CH=C(C(=CH@1)Cl)Cl)Cl)OCH2C(OH)=O
365,2057367,-6.539,4.56,235.609,-5.3786,-1.1604,-5.8271,-0.7119,-5.4519,-1.0870999999999995,-5.6227,-0.9162999999999997,CH(C[3]=CHCH=C(CH=CH@3)OCH3)(C[18]=CHCH=C(CH=CH@18)OCH3)C(Cl)(Cl)Cl
366,2059093,-4.084,3.84,186.905,-4.0949,0.010900000000000354,-4.053,-0.030999999999999694,-4.1501,0.06610000000000049,-4.1669,0.08290000000000042,P(OC[3]=CHCH=C(CH=CH@3)N[+1](O[-1])=O)(OCH2CH3)(OCH2CH3)=S
367,2059636,-2.68,1.6,220.148,-3.189,0.5089999999999999,-3.4329,0.7528999999999999,-3.1299,0.44989999999999997,-3.3594,0.6793999999999998,C[1](C[2](C(CH2CH2CH@1C[12]HC(CH2CH2@1)(C(CH2CH2@12)=O)CH3)=CHC(CH2CH2@2)=O)CH3)OH
368,2062204,-5.669,5,234.739,-4.7981,-0.8708999999999998,-4.6728,-0.9962,-4.8977,-0.7712999999999992,-4.7639,-0.9051,C[1](=C(C(OCH2CH2CH2CH3)=O)CH=CHCH=CH@1)C(OCH2C[32]=CHCH=CHCH=CH@32)=O
369,207311,-1.592,-0.23,161.706,-1.1815,-0.4105000000000001,-1.4179,-0.17410000000000014,-1.2391,-0.3529,-1.3859,-0.20610000000000017,C[1](C(NHN=[S=N]C(CH2CH2C(OH)=O)CH3)=O)=CHCH=NCH=CH@1
370,2087943,-2.31,2.51,132.339,-2.876,0.5659999999999998,-2.8016,0.49160000000000004,-3.0425,0.7324999999999999,-3.0934,0.7833999999999999,C[1](=C(CH=C(CH=CH@1)Cl)CH3)NHC(=O)CH3
371,208955,-3.081,1.84,171.917,-2.4161,-0.6648999999999998,-2.104,-0.9769999999999999,-2.5634,-0.5175999999999998,-2.326,-0.7549999999999999,C[1](NHC(C[5]=CHN=CHCH=CH@5)=O)=CHCH=C(CH=CH@1)C(OH)=O
372,209020,-3.383,2.32,177.336,-2.9378,-0.4451999999999998,-2.6207,-0.7623000000000002,-2.8753,-0.5076999999999998,-2.6662,-0.7168000000000001,C(C[2]=CHN=CHCH=CH@2)(NHC(NHC[17]=CHCH=CHCH=CH@17)=O)=O
373,209360,-2.172,1.83,156.355,-2.5463,0.37429999999999986,-2.5176,0.3455999999999997,-2.6881,0.5160999999999998,-2.6989,0.5268999999999999,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH2CH2CH3)CH2CH=CH2
374,209363,-2.313,1.76,156.355,-2.5646,0.2515999999999998,-2.559,0.246,-2.4045,0.09149999999999991,-2.3286,0.015599999999999614,C[1](C(NHC(NHC@1=O)=O)=O)(C(=[S=I]CHCH2CH3)CH3)CH2CH3
375,20959,-2.622,1.05,166.893,-2.3611,-0.2608999999999999,-2.4098,-0.21219999999999972,-2.3827,-0.23930000000000007,-2.3605,-0.26149999999999984,C[1](C(NHC(NHC@1=O)=S)=O)(CH2CH(CH3)CH3)CH2CH2OH
376,209752,-0.766,-0.38,132.631,-1.3567,0.5907,-1.472,0.706,-1.1997,0.4337,-1.2179,0.45189999999999997,C[1](C(NHC(NHC@1=O)=O)=O)(CH2C(=O)CH3)CH2CH3
377,2098543,-3.159,2.76,138.603,-3.0491,-0.10989999999999966,-2.9005,-0.25849999999999973,-3.0471,-0.11189999999999989,-2.9136,-0.24539999999999962,C[1](=C(CH=C(CH=CH@1)N[+1](O[-1])=O)NH2)OCH2CH2CH3
378,2100048,-2.061,2.93,165.837,-2.5932,0.5322,-2.38,0.31899999999999995,-2.6194,0.5584000000000002,-2.6842,0.6232000000000002,S(C[2]HCH2CH2CH2CH2CH2@2)(C[19]HCH2CH2CH2CH2CH2@19)(=O)=O
379,210127,-1.605,0.7,154.409,-2.0656,0.4605999999999999,-2.0802,0.47520000000000007,-2.2184,0.6134,-2.3024,0.6974,C[1](C(NHC(NHC@1=O)=S)=O)(CH2CH2OH)CH2CH2CH3
380,2103472,-1.455,2.82,180.564,-3.483,2.028,-3.7791,2.3241,-3.5294,2.0744,-3.7522,2.2972,C[1]C(=CHC(=CHCH=@1)OCH3)CH=CHC(=CH@1)CH2CH2C(=O)CH3
381,2104849,-0.762,1.01,149.036,-1.676,0.9139999999999999,-1.8125,1.0505,-1.7808,1.0188,-2.0398,1.2778,C(NHC(C[5]=CHCH=CHCH=CH@5)=O)(C(OH)=O)(CH3)CH3
382,2107562,-1.579,1.69,104.939,-2.3939,0.8149,-2.4155,0.8365000000000002,-2.4692,0.8901999999999999,-2.5464,0.9674000000000003,C[1](=C(CH=CHC(=CH@1)C(OH)=O)F)N[+1](O[-1])=O
383,210951,-3.484,0.43,141.166,-2.6821,-0.8018999999999998,-2.9057,-0.5783,-2.5657,-0.9182999999999999,-2.7918,-0.6922000000000001,C[1]=C(C(=CHC(=C@1OCH3)OCH3)C#N)CH2OC@1=O
384,2109601,-3.112,1.41,122.956,-1.6382,-1.4738,-1.5038,-1.6082,-1.6033,-1.5087000000000002,-1.4866,-1.6254000000000002,C[1](=C(CH=CHC(=CH@1)C(OH)=O)OCH3)C(OH)=O
385,2110030,-1.987,1.81,122.956,-1.7747,-0.21230000000000016,-1.5038,-0.4832000000000001,-1.7203,-0.26670000000000016,-1.418,-0.5690000000000002,C[1](=C(CH=CHC(=CH@1)C(OH)=O)C(OH)=O)OCH3
386,2110127,-2.334,2.27,180.496,-3.0442,0.7101999999999999,-3.227,0.8929999999999998,-3.0058,0.6717999999999997,-3.0985,0.7645,CH(C[3]=CHCH=CHCH=CH@3)(C[14]=CHCH=CHCH=CH@14)C(C(OH)=O)=O
387,211172,-2.664,2.05,157.011,-2.7057,0.04170000000000007,-2.7059,0.04190000000000005,-2.7209,0.05689999999999973,-2.711,0.04699999999999971,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH2CH(CH3)CH3)CH2CH3
388,2114121,-3.481,2.52,168.668,-3.0711,-0.40989999999999993,-3.1386,-0.34240000000000004,-3.0517,-0.4293,-3.0895,-0.39149999999999974,C[1]=C(C(CH2CH2C(OH)=O)=O)CH=CHCH=C@1CH=CHCH=CH@1
389,2114909,-2.014,0.94,121.288,-1.9066,-0.10739999999999972,-2.1716,0.1576000000000004,-2.0102,-0.0037999999999995815,-2.2633,0.2493000000000003,C[1](=C(N[+1](O[-1])=O)CH=CHCH=CH@1)OCH2C(OH)=O
390,2115777,-4.127,2.57,184.793,-3.5742,-0.5528,-3.5793,-0.5476999999999999,-3.5274,-0.5995999999999997,-3.5102,-0.6167999999999996,S(C[2]=CHCH=C(CH=CH@2)Cl)(C[13]=CHCH=C(CH=CH@13)NH2)(=O)=O
391,2116114,-2.731,1.99,172.319,-2.868,0.137,-2.8753,0.14430000000000032,-2.6264,-0.10460000000000003,-2.5975,-0.13349999999999973,C[1](C(C[3]=CHCH=C(CH=CH@3)OH)=O)=C(C(OH)=O)CH=CHCH=CH@1
392,2118262,-2.401,0.51,149.624,-1.8798,-0.5211999999999999,-2.2486,-0.15239999999999965,-2.0747,-0.3262999999999998,-2.3852,-0.015799999999999592,C[1](C(OCH2C(NHC(=O)CH3)=O)=O)=CHCH=CHCH=CH@1
393,2118358,-1.966,-0.7,137.997,-1.8204,-0.14559999999999995,-1.7907,-0.1753,-1.7475,-0.21849999999999992,-1.6563,-0.30969999999999986,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC(=O)NH2)(=O)=O
394,2118592,-1.185,2.05,174.004,-2.5386,1.3536000000000001,-2.6117,1.4266999999999999,-2.556,1.371,-2.7444,1.5594000000000001,C(C(OCH2CH3)=O)(NHC(C[15]=CHCH=CHCH=CH@15)=O)(CH3)CH3
395,2118971,-2.668,0.92,153.343,-2.0681,-0.5999000000000003,-2.491,-0.17700000000000005,-2.1684,-0.49960000000000004,-2.5265,-0.14150000000000018,C[1](=CHCH=C(CH=CH@1)NHC(=O)CH3)OC(OCH2CH3)=O
396,212065,-0.745,-0.26,150.28,-0.7926,0.047599999999999976,-1.0843,0.33930000000000005,-0.7674,0.022399999999999975,-1.0798,0.3348000000000001,C[1](C[2]=C(CH=C(C(=CH@2)OH)OH)CH2CH2NH@1)(C(OH)=O)CH3
397,212130,-1.914,2.42,167.81,-3.5547,1.6407,-3.4212,1.5071999999999999,-3.3016,1.3876000000000002,-3.1068,1.1927999999999999,C(N[2]C(C[4]=C(C@2=O)CH=CHCH=CH@4)=O)(C(OH)=O)(CH2CH3)CH3
398,212240,-4.398,2.05,168.823,-3.3621,-1.0358999999999998,-3.2369,-1.1610999999999998,-3.2715,-1.1264999999999996,-3.2322,-1.1657999999999995,S(C[2]SC[4]=C(N=@2)CH=CHC(=CH@4)OCH2CH3)(=O)(=O)NH2
399,2122681,-3.53,3.22,199.781,-3.8374,0.30740000000000034,-4.0112,0.48119999999999985,-3.6284,0.09840000000000027,-3.7453,0.21530000000000005,C[1](C(N(C[4]=CHCH=CHCH=CH@4)OH)=O)=C(CH=CHCH=CH@1)I
400,2124615,-2.528,-0.96,139.539,-1.3368,-1.1912,-1.4421,-1.0859,-1.0605,-1.4675,-0.951,-1.577,S(C[2]=CHCH=C(CH=CH@2)S(=O)(=O)NH2)(=O)(=O)NH2
401,2130879,-1.388,1.77,187.934,-2.5108,1.1228000000000002,-2.8626,1.4746000000000001,-2.4293,1.0413000000000001,-2.7127,1.3247,CH(CH(C[5]=CHCH=CHCH=CH@5)OH)(C[18]=CHCH=C(CH=CH@18)OCH3)OH
402,2139331,-3.222,1.35,166.415,-2.0683,-1.1537000000000002,-1.9372,-1.2848,-2.0854,-1.1366,-1.9889,-1.2331,C[1](C(OCH2CH(C(OH)=O)NHC(=O)CH3)=O)=CHCH=CHCH=CH@1
403,2142807,-1.096,-0.45,163.069,-1.2512,0.1552,-1.3832,0.2871999999999999,-1.1879,0.09189999999999987,-1.3141,0.21809999999999996,C[1](CH2CH(C(NHCH2C(OH)=O)=O)NH2)=CHCH=C(CH=CH@1)OH
404,214962,-0.893,0.64,164.464,-2.0679,1.1748999999999998,-2.259,1.3659999999999999,-1.8544,0.9614,-1.8204,0.9274,C[1]H(C(N(C(NH@1)=O)CH3)=O)CH2C[17]=CHCH=C(CH=CH@17)OCH3
405,2157375,-2.832,4.36,202.37,-4.874,2.042,-4.9504,2.1184000000000003,-4.8355,2.0035,-4.8417,2.0097000000000005,CH(OC[4]=C(CH=CHCH=CH@4)Cl)(OC[16]=C(CH=CHCH=CH@16)Cl)C(OH)=O
406,2158908,-5.906,4,200.702,-5.4458,-0.4601999999999995,-5.8145,-0.09149999999999991,-5.6077,-0.29829999999999934,-5.9537,0.04770000000000074,C[1](=C(CH=CHC(=CH@1)OC[11]=C(CH=C(CH=CH@11)Cl)Cl)N[+1](O[-1])=O)OCH3
407,216109,-0.729,0.29,152.553,-0.5245,-0.20450000000000002,-0.5519,-0.17710000000000004,-0.4322,-0.2968,-0.3564,-0.3726,N[1](C(OCH2CH3)=O)CH2CH2N(CH2CH2@1)C(OCH2CH3)=O
408,216113,-1.788,0.12,176.031,-1.4693,-0.3187,-1.6555,-0.13250000000000006,-1.3503,-0.4377,-1.5249,-0.2631000000000001,N[1](C(OCH2CH3)=O)CH2CH2N(CH2CH2@1)C(NHCH2CH3)=S
409,2162461,-6.543,3.68,197.207,-5.0347,-1.5083000000000002,-5.0021,-1.5408999999999997,-5.2976,-1.2454,-5.4855,-1.0575,C[1](C(NHC(NHC[8]=CHCH=C(CH=CH@8)Cl)=O)=O)=C(CH=CHCH=C@1F)F
410,217812,-0.46,-1.77,132.69,-1.3601,0.9001000000000001,-1.465,1.0050000000000001,-1.4723,1.0123,-1.6731,1.2131,C[1]H(C(NHC(NHC@1=O)=O)=O)NHC(NHCH3)=S
411,2178254,-3.741,4.95,262.651,-4.9732,1.2322000000000002,-4.6363,0.8953000000000002,-5.2478,1.5067999999999997,-5.1056,1.3645999999999998,C[1]H(C[3]=C(C[5]=C@1CH=CHCH=CH@5)CH=CHCH=CH@3)CH2OC(NHCH(C(OH)=O)CH2CH(CH3)CH3)=O
412,2181723,-2.517,0.31,237.36,-2.7462,0.22920000000000007,-2.8368,0.3198000000000003,-2.9514,0.4344000000000001,-3.2674,0.7504,C[1](S(NHC(=O)CH3)(=O)=O)=CHCH=C(CH=CH@1)NHC(C[25]=C(C(OH)=O)CH=CHCH=CH@25)=O
413,218463,-3.656,2.71,160.135,-3.6741,0.018100000000000005,-3.8559,0.19989999999999997,-3.5753,-0.08070000000000022,-3.6965,0.04049999999999976,C[1]C(OC(C=@1CH=C(CH=CH@1)N[+1](O[-1])=O)=O)(CH2CH3)CH2CH3
414,2208571,-2.416,2.27,118.061,-2.0227,-0.3933,-1.8587,-0.5572999999999999,-2.0509,-0.3651,-1.8498,-0.5661999999999998,C[1](C(OCH3)=O)=CHCH=C(CH=CH@1)OCH3
415,2209094,-4.156,4.42,194.65,-3.7041,-0.45189999999999975,-3.7249,-0.4310999999999998,-3.7771,-0.3788999999999998,-3.699,-0.45699999999999985,C(C(NHOH)=O)(CH2CH2CH2CH3)(CH2CH2CH2CH3)CH2CH2CH2CH3
416,2209703,-3.049,2.61,135.964,-1.8812,-1.1678,-1.5652,-1.4838,-1.941,-1.1079999999999999,-1.5681,-1.4808999999999999,C[1](C(OCH3)=O)=CHCH=C(CH=CH@1)N(CH3)CH3
417,2210858,-2.14,1.53,122.368,-1.7459,-0.3941000000000001,-1.7557,-0.3843000000000001,-1.6513,-0.48870000000000013,-1.5854,-0.5546000000000002,C[1](=C(C(OH)=O)CH=CHCH=C@1OCH3)OCH3
418,2211252,-0.843,-0.4,119.506,-1.1401,0.2970999999999999,-1.2646,0.4216,-0.8523,0.009299999999999975,-0.7638,-0.07919999999999994,S(C[2]=CHCH=C(CH=CH@2)NHOH)(=O)(=O)NH2
419,221162,-0.466,2.37,163.733,-3.4348,2.9688,-3.2787,2.8127,-3.4635,2.9974999999999996,-3.4356,2.9696,C[1]C[2]=C(OC=@1CH=CHC(=CH@1)S(OH)(=O)=O)CH=CHCH=CH@2
420,2212449,-2.727,2.61,164.666,-2.767,0.040000000000000036,-2.7244,-0.0025999999999997137,-2.747,0.020000000000000018,-2.7352,0.008199999999999985,N(C(C[3]=CHCH=CHCH=CH@3)=O)(C[15]=CHCH=CHCH=CH@15)OH
421,2213852,-1.407,0.78,149.036,-1.6136,0.2065999999999999,-1.7805,0.37349999999999994,-1.6953,0.2883,-1.8911,0.4841,CH(C(OH)=O)(CH2C[10]=CHCH=CHCH=CH@10)NHC(=O)CH3
422,2214033,-3.502,2.32,166.351,-2.8343,-0.6677,-2.9413,-0.5606999999999998,-2.622,-0.8799999999999999,-2.6905,-0.8114999999999997,C[1](NHC(N(CH3)CH3)=O)=CHCH=C(CH=CH@1)CH(CH3)CH3
423,2214815,-0.397,1,123.544,-1.4591,1.0621,-1.2829,0.8858999999999999,-1.2542,0.8572,-1.1152,0.7182,C[1](=C(CH=CHC(=CH@1)C(OH)=O)C(OH)=O)C(OH)=O
424,2215168,-0.744,2.78,155.231,-3.5629,2.8189,-3.4396,2.6955999999999998,-3.5629,2.8189,-3.4905,2.7465,C[1](=C(CH=CHC(=CH@1)NHC(N(CH3)CH3)=O)Cl)Cl
425,2215169,-1.468,-0.22,132.094,-1.2212,-0.2467999999999999,-1.4466,-0.021399999999999864,-1.4465,-0.021500000000000075,-1.6887,0.22070000000000012,C[1](=C(CH=CHC(=CH@1)CH2CH(C(OH)=O)NH2)OH)OH
