No,Expt.,ClogP,MP,Polarizability,Predicted,Residual,Predicted,Residual,Predicted,Residual,Predicted,Residual,Name,SLN
89,-1.5471,1.92,520.15,254.899,-2.8791,1.3320000000000003,-2.9872,1.4401000000000002,-2.9643,1.4172000000000002,-3.0312,1.4841000000000002,"Skeleton = 4, X = S, R2 = CH2NH-i-Bu",C[1]H=CHC(=CHC(=CH@1)C(=O)C[13]=CHCH=C(S@13)S(=O)(=O)NH2)CH2NHCH2CH(CH3)CH3
90,-1.8828,0.17,527.15,252.424,-2.2191,0.33630000000000004,-2.5667,0.6839,-3.4698,1.5870000000000002,-3.5957,1.7128999999999999,"Skeleton = 4, X = S, R2 = CH2-morpholine",C[1]H=CHC(=CHC(=CH@1)C(=O)C[13]=CHCH=C(S@13)S(=O)(=O)NH2)CH2N[29]CH2CH2OCH2CH2@29
91,-1.4569,2.45,512.15,267.383,-3.1858,1.7288999999999999,-3.2575,1.8005999999999998,-3.0043,1.5474,-2.5386,1.0817,"Skeleton = 4, X = S, R2 = CH2NH-iso-pentyl",C[1]H=CHC(=CHC(=CH@1)C(=O)C[13]=CHCH=C(S@13)S(=O)(=O)NH2)CH2NHCH2CH2CH(CH3)CH3
92,-4.1481,0.16,454.15,181.485,-2.4502,-1.6979000000000002,-2.7076,-1.4405000000000006,-3.1078,-1.0403000000000002,-3.0483,-1.0998000000000006,"Skeleton = 4, X = O, R1 = OCH3",C[1]H=C(CH=CHC(=CH@1)C(=O)C[13]=CHCH=C(O@13)S(=O)(=O)NH2)OCH3
93,-4.2219,1.26,443.15,210.812,-3.0345,-1.1873999999999998,-3.0189,-1.2029999999999998,-3.0756,-1.1462999999999997,-2.8887,-1.3331999999999997,"Skeleton = 5, X = S, R1 = OCH3",C[1]H=C(CH=CHC(=CH@1)S(=O)(C[13]=CHCH=C(S@13)S(=O)(=O)NH2)=O)OCH3
94,-3.0272,0.76,466.15,198.328,-2.762,-0.2652000000000001,-2.7375,-0.2897000000000003,-2.4094,-0.6177999999999999,-2.3672,-0.6600000000000001,"Skeleton = 5, X = S, R1 = OH",C[1]H=C(CH=CHC(=CH@1)S(=O)(C[13]=CHCH=C(S@13)S(=O)(=O)NH2)=O)OH
95,-4.0245,1.5,458.15,206.505,-3.3351,-0.6893999999999996,-3.3902,-0.6342999999999996,-3.0143,-1.0101999999999998,-3.0553,-0.9691999999999998,"Skeleton = 5, X = S, R1 = CH3",C[1]H=C(CH=CHC(=CH@1)S(=O)(C[13]=CHCH=C(S@13)S(=O)(=O)NH2)=O)CH3
96,-1.0607,-0.000613,512.65,263.692,-1.9808,0.9200999999999999,-2.2605,1.1998,-1.9572,0.8965000000000001,-2.1921,1.1314,"Skeleton = 5, X = S, R1 = CH2-1-morpholine ",C[1]H=C(CH=CHC(=CH@1)S(=O)(C[13]=CHCH=C(S@13)S(=O)(=O)NH2)=O)CH2N[30]CH2CH2OCH2CH2@30
97,-1.1196,1.75,481.65,266.167,-2.65,1.5304,-2.692,1.5724000000000002,-2.8386,1.719,-2.9198,1.8002,"Skeleton = 5, X = S, R1 = CH2NH-i-Bu",C[1]H=C(CH=CHC(=CH@1)S(=O)(C[13]=CHCH=C(S@13)S(=O)(=O)NH2)=O)CH2NHCH2CH(CH3)CH3
98,-1.6449,1.94,448.15,266.167,-2.7306,1.0856999999999999,-2.717,1.0721,-2.733,1.0881,-2.7589,1.114,"Skeleton = 5, X = S, R1 = CH2NH-n-Bu",C[1]H=C(CH=CHC(=CH@1)S(=O)(C[13]=CHCH=C(S@13)S(=O)(=O)NH2)=O)CH2NHCH2CH2CH2CH3
99,-2.8612,0.9,465.65,187.06,-2.9136,0.0524,-2.9531,0.09189999999999987,-3.4539,0.5926999999999998,-3.4649,0.6036999999999999,"Skeleton = 4, X = S, R1 = OH",C[1]H=C(CH=CHC(=CH@1)C(=O)C[13]=CHCH=C(S@13)S(=O)(=O)NH2)OH
100,-0.6726,0.75,368.15,289.048,-2.5401,1.8674999999999997,-2.7461,2.0735,-2.3356,1.6629999999999998,-2.6102,1.9375999999999998,"Skeleton = 5, X = S, R1 = CH2NHCH2-2-pyridine",C[1]H=C(CH=CHC(=CH@1)S(=O)(C[13]=CHCH=C(S@13)S(=O)(=O)NH2)=O)CH2NHCH2C[35]=CHCH=CHCH=N@35
101,-2.719,0.0653,418.15,198.328,-2.5568,-0.1621999999999999,-2.773,0.05400000000000027,-2.2241,-0.4948999999999999,-2.4117,-0.3072999999999997,"Skeleton = 5, X = S, R2 = OH",C[1]H=CHC(=CHC(=CH@1)S(=O)(C[13]=CHCH=C(S@13)S(=O)(=O)NH2)=O)OH
102,-1.552,1.75,418.15,266.167,-2.65,1.0979999999999999,-2.692,1.1400000000000001,-2.5006,0.9485999999999999,-2.56,1.008,"Skeleton = 5, X = S, R2 = CH2NH-i-Bu",C[1]H=CHC(=CHC(=CH@1)S(=O)(C[13]=CHCH=C(S@13)S(=O)(=O)NH2)=O)CH2NHCH2CH(CH3)CH3
103,-1.2884,1.75,449.65,266.167,-2.6719,1.3835,-2.7455,1.4570999999999998,-2.5809,1.2925000000000002,-2.6519,1.3635,"Skeleton = 5, X = S, R2 = CH2NH-s-Bu",C[1]H=CHC(=CHC(=CH@1)S(=O)(C[13]=CHCH=C(S@13)S(=O)(=O)NH2)=O)CH2NHCH(CH2CH3)CH3
104,-1.9266,1.75,449.65,266.167,-2.6924,0.7658,-2.7387,0.8121,-3.4554,1.5288,-3.6437,1.7170999999999998,"Skeleton = 5, X = S, R3 = CH2NH-i-Bu",C[1]H=CHCH=C(C(=CH@1)S(=O)(C[13]=CHCH=C(S@13)S(=O)(=O)NH2)=O)CH2NHCH2CH(CH3)CH3
105,-1.5165,1.22,457.15,253.683,-2.4014,0.8849000000000002,-2.5311,1.0146,-2.2894,0.7729000000000001,-2.3675,0.8510000000000002,"Skeleton = 5, X = S, R2 = CH2NH-i-Pr",C[1]H=CHC(=CHC(=CH@1)S(=O)(C[13]=CHCH=C(S@13)S(=O)(=O)NH2)=O)CH2NHCH(CH3)CH3
106,-1.9362,1.57,546.15,266.167,-2.6323,0.6960999999999999,-2.7991,0.8629000000000002,-2.9075,0.9713000000000003,-3.0137,1.0775000000000001,"Skeleton = 5, X = S, R1 = CH2NH-t-Bu",C[1]H=CHC(=CHC(=CH@1)S(=O)(C[13]=CHCH=C(S@13)S(=O)(=O)NH2)=O)CH2NHC(CH3)(CH3)CH3
107,-1.9109,0.75,546.15,289.048,-2.5825,0.6716,-2.7924,0.8815000000000002,-2.5969,0.6860000000000002,-2.9229,1.0119999999999998,"Skeleton = 5, X = S, R3 = CH2NHCH2-2-pyridine",C[1]H=CHCH=C(C(=CH@1)S(=O)(C[13]=CHCH=C(S@13)S(=O)(=O)NH2)=O)CH2NHCH2C[35]=NCH=CHCH=CH@35
108,-2.4608,0.89,467.15,270.474,-2.3438,-0.11699999999999999,-2.5266,0.0658000000000003,-2.9004,0.4396,-3.0826,0.6217999999999999,"Skeleton = 5, X = S, R2 = CH2NEt2, R2 = OH",C[1]H=C(C(=CHC(=CH@1)S(=O)(C[12]=CHCH=C(S@12)S(=O)(=O)NH2)=O)OH)CH2N(CH2CH3)CH2CH3
109,-3.0244,0.16,390.65,192.753,-2.348,-0.6764000000000001,-2.4943,-0.5301,-2.1463,-0.8780999999999999,-2.2485,-0.7759,"Skeleton = 5, X = O, R1 = OCH3",C[1]H=C(CH=CHC(=CH@1)S(=O)(C[13]=CHCH=C(O@13)S(=O)(=O)NH2)=O)OCH3
110,-2.4027,-0.34,448.15,180.269,-2.0706,-0.3320999999999996,-2.2068,-0.19589999999999996,-1.7207,-0.6819999999999999,-1.8149,-0.5877999999999999,"Skeleton = 5, X = O, R1 = OH",C[1]H=C(CH=CHC(=CH@1)S(=O)(C[13]=CHCH=C(O@13)S(=O)(=O)NH2)=O)OH
111,-4.4492,1.67,449.15,195.237,-3.5486,-0.9006000000000003,-3.6708,-0.7784000000000004,-4.3383,-0.1109,-4.3719,-0.07730000000000015,"Skeleton = 4, X = S, R1 = CH3",C[1]H=C(CH=CHC(=CH@1)C(=O)C[13]=CHCH=C(S@13)S(=O)(=O)NH2)CH3
112,-3.7801,0.4,458.15,188.446,-2.643,-1.1371000000000002,-2.8587,-0.9214000000000002,-2.3315,-1.4485999999999999,-2.5446,-1.2355,"Skeleton = 5, X = O, R1 = CH3",C[1]H=C(CH=CHC(=CH@1)S(=O)(C[13]=CHCH=C(O@13)S(=O)(=O)NH2)=O)CH3
113,-2.352,0.51,512.15,217.447,-2.0485,-0.30349999999999966,-2.2208,-0.13119999999999976,-1.454,-0.8979999999999999,-1.4499,-0.9020999999999999,"Skeleton = 4, X = S, R1 = CH2NHCH3",C[1]H=C(CH=CHC(=CH@1)C(=O)C[13]=CHCH=C(S@13)S(=O)(=O)NH2)CH2NHCH3
114,-2.003,1.92,511.15,254.899,-2.8685,0.8654999999999999,-2.9755,0.9724999999999997,-2.5313,0.5282999999999998,-2.292,0.2889999999999997,"Skeleton = 4, X = S, R1 = CH2NH-i-Bu",C[1]H=C(CH=CHC(=CH@1)C(=O)C[13]=CHCH=C(S@13)S(=O)(=O)NH2)CH2NHCH2CH(CH3)CH3
115,-3.3319,2.41,518.15,283.601,-3.5735,0.24160000000000004,-3.6377,0.30580000000000007,-3.614,0.2820999999999998,-3.1502,-0.1817000000000002,"Skeleton = 4, X = S, R1 = CH2NHCH2Ph",C[1]H=C(CH=CHC(=CH@1)C(=O)C[13]=CHCH=C(S@13)S(=O)(=O)NH2)CH2NHCH2C[34]=CHCH=CHCH=CH@34
116,-2.1669,2.11,517.65,254.899,-2.9495,0.7826,-3.0008,0.8338999999999999,-3.8801,1.7132,-3.667,1.5000999999999998,"Skeleton = 4, X = S, R1 = CH2NH-n-Bu",C[1]H=C(CH=CHC(=CH@1)C(=O)C[13]=CHCH=C(S@13)S(=O)(=O)NH2)CH2NHCH2CH2CH2CH3
117,-1.4812,0.17,506.65,252.424,-2.2085,0.7272999999999998,-2.5551,1.0738999999999999,-3.1765,1.6952999999999998,-3.4289,1.9477,"Skeleton = 4, X = S, R1 = CH2-1-morpholine ",C[1]H=C(CH=CHC(=CH@1)C(=O)C[13]=CHCH=C(S@13)S(=O)(=O)NH2)CH2N[29]CH2CH2OCH2CH2@29
118,-1.8802,-0.0855,524.15,270.327,-1.2654,-0.6148,-1.6263,-0.2539,-2.8553,0.9751000000000001,-3.146,1.2657999999999998,"Skeleton = 4, X = S, R1 = CH2-1-(4-methylpiperazine)",C[1]H=C(CH=CHC(=CH@1)C(=O)C[13]=CHCH=C(S@13)S(=O)(=O)NH2)CH2N[29]CH2CH2N(CH2CH2@29)CH3
119,-1.0324,1.72,524.15,259.206,-2.7663,1.7339000000000002,-2.788,1.7555999999999998,-3.9491,2.9167,-3.493,2.4606,"Skeleton = 4, X = S, R1 = OH, R2 = CH2NEt2",C[1]H=C(C(=CHC(=CH@1)C(=O)C[12]=CHCH=C(S@12)S(=O)(=O)NH2)CH2N(CH2CH3)CH2CH3)OH
