No,Expt.,ClogP,Polarizability,Predicted,Residual,Predicted,Residual,Predicted,Residual,Predicted,Residual,Data Source ID,Name,SLN
411,-2.22,2.52,131.227,-2.5379,0.31789999999999985,-2.5914,0.37139999999999995,-2.513,0.2929999999999997,-2.5923,0.37229999999999963,1,DL-2-(2-Chlorophenoxy)propionic acid,ClC[2]=CHC(=CHCH=CH@2)OCH(CH3)C(=O)OH
412,-0.7,2.4,88.88,-2.0145,1.3145,-1.8429,1.1429,-2.0366,1.3366,-1.916,1.216,1,3-chlorophenol,ClC[2]=CHC(=CHCH=CH@2)OH
413,-6.56,5.12,163.893,-4.8179,-1.7420999999999998,-4.6594,-1.9005999999999998,-4.9934,-1.5665999999999993,-4.9241,-1.6358999999999995,1,"4,4´-PCB",ClC[2]=CHCH=C(CH=CH@2)C[12]=CHCH=C(CH=CH@12)Cl
414,-5.2,4.55,150.727,-4.1704,-1.0296000000000003,-4.0268,-1.1732000000000005,-4.2776,-0.9224000000000006,-4.1887,-1.0113000000000003,1,4-chlorobiphenyl,ClC[2]=CHCH=C(CH=CH@2)C[12]=CHCH=CHCH=CH@12
416,-6.9,6.37,214.537,-6.4869,-0.4131,-6.4574,-0.44260000000000055,-6.6025,-0.2975000000000003,-6.567,-0.3330000000000002,1,"p,p´-DDE",ClC[2]=CHCH=C(CH=CH@2)C(=C(Cl)Cl)C[16]=CHCH=C(CH=CH@16)Cl
418,-3.08,3.27,97.057,-2.6627,-0.4173,-2.5306,-0.5493999999999999,-2.7129,-0.3671000000000002,-2.6625,-0.4175,1,p-chlorotoluene,ClC[2]=CHCH=C(CH=CH@2)CH3
420,-3.27,3.34,97.739,-2.9161,-0.3538999999999999,-2.7902,-0.4798,-3.1082,-0.16179999999999994,-3.0842,-0.18579999999999997,1,"1,4-dichlorobenzene",ClC[2]=CHCH=C(CH=CH@2)Cl
421,-4.53,5.08,235.515,-5.3254,0.7953999999999999,-5.3712,0.8411999999999997,-5.2627,0.7326999999999995,-5.3307,0.8007,1,chloropropylate,ClC[2]=CHCH=C(CH=CH@2)C(OH)(C[15]=CHCH=C(CH=CH@15)Cl)C(=O)OCH(CH3)CH3
422,-4.62,3.1,250.193,-4.3801,-0.23990000000000045,-4.5729,-0.047100000000000364,-4.4141,-0.20589999999999975,-4.6147,-0.005300000000000082,1,indomethacin,ClC[2]=CHCH=C(CH=CH@2)C(=O)N[14]C[15]=C(C(=C@14CH3)CH2C(=O)OH)CH=C(CH=CH@15)OCH3
423,-3.31,2.65,101.952,-2.238,-1.072,-1.996,-1.314,-2.3161,-0.9939,-2.1255,-1.1844999999999999,1,p-chlorobenzoic acid,ClC[2]=CHCH=C(CH=CH@2)C(=O)OH
425,-1.66,1.76,94.299,-1.9563,0.2963,-1.9455,0.2855000000000001,-1.9761,0.31610000000000005,-1.9785,0.3185,1,4-chloroaniline,ClC[2]=CHCH=C(CH=CH@2)NH2
426,-2.84,2.05,119.855,-2.3411,-0.4988999999999999,-2.2617,-0.5783,-2.5378,-0.3022,-2.5596,-0.28039999999999976,1,4-chloroacetanilide,ClC[2]=CHCH=C(CH=CH@2)NHC(=O)CH3
427,-2.89,1.89,142.065,-2.5033,-0.38670000000000027,-2.4595,-0.4305000000000003,-2.4897,-0.4003000000000001,-2.498,-0.3919999999999999,1,monuron,ClC[2]=CHCH=C(CH=CH@2)NHC(=O)N(CH3)CH3
428,-3.9,2.61,174.853,-3.9663,0.06630000000000003,-4.1401,0.24010000000000042,-3.8918,-0.008199999999999985,-4.0876,0.1876000000000002,1,buturon,ClC[2]=CHCH=C(CH=CH@2)NHC(=O)N(CH(CH3)C#CH)CH3
429,-2.57,2.3,146.372,-2.8701,0.30010000000000003,-2.7789,0.2089000000000003,-2.7726,0.20260000000000034,-2.6939,0.12390000000000034,1,monolinuron,ClC[2]=CHCH=C(CH=CH@2)NHC(=O)N(OCH3)CH3
430,-4.89,3.2,212.526,-4.1448,-0.7451999999999996,-4.2672,-0.6227999999999998,-4.1184,-0.7715999999999994,-4.2513,-0.6387,1,chloroxuron,ClC[2]=CHCH=C(CH=CH@2)OC[13]=CHCH=C(CH=CH@13)NHC(=O)N(CH3)CH3
431,-2.29,2.03,118.743,-2.1692,-0.12080000000000002,-2.216,-0.07399999999999984,-2.2284,-0.06159999999999988,-2.2875,-0.0024999999999999467,1,4-chlorophenoxyacetic acid,ClC[2]=CHCH=C(CH=CH@2)OCH2C(=O)OH
433,-3.61,2.77,204.298,-3.8552,0.24520000000000008,-4.0545,0.4445000000000001,-3.9738,0.36380000000000035,-4.1542,0.5442000000000005,1,triadimefon,ClC[2]=CHCH=C(CH=CH@2)OCH(N[15]N=CHN=CH@15)C(=O)C(CH3)(CH3)CH3
434,-0.7,2.43,88.88,-1.9922,1.2922,-1.8038,1.1038000000000001,-2.0225,1.3225,-1.8892,1.1892,1,4-chlorophenol,ClC[2]=CHCH=C(CH=CH@2)OH
435,-5.74,5.61,237.269,-5.7908,0.050799999999999734,-5.6507,-0.0893000000000006,-5.4261,-0.3139000000000003,-5.3824,-0.3576000000000006,1,carbophenothion,ClC[2]=CHCH=C(CH=CH@2)SCH2SP(=S)(OCH2CH3)OCH2CH3
436,-3.03,2.3,178.889,-3.3394,0.3094000000000001,-3.0979,0.0679000000000003,-3.2496,0.21960000000000024,-3.1143,0.08430000000000026,1,chlorpropamide,ClC[2]=CHCH=C(CH=CH@2)S(=O)(=O)NHC(=O)NHCH2CH2CH3
437,-2.38,2.81,84.573,-2.0229,-0.3571,-1.864,-0.5159999999999998,-2.1311,-0.2488999999999999,-2.047,-0.33299999999999974,1,chlorobenzene,ClC[2]=CHCH=CHCH=CH@2
439,-5.18,5.16,138.575,-5.5037,0.32370000000000054,-5.3004,0.12040000000000006,-5.4971,0.31709999999999994,-5.3262,0.14620000000000033,1,hexachlorocyclopentadiene,ClC[2](C(=C(C(=C@2Cl)Cl)Cl)Cl)Cl
440,-2.08,-0.3,150.935,-1.9517,-0.12830000000000008,-2.2363,0.15629999999999988,-1.6793,-0.40070000000000006,-1.9669,-0.11309999999999998,1,tranid,ClC[2]HC[4]HCH2CH(CH(CH2@4)C#N)C@2=[S=I]NOC(=O)NHCH3
441,-4.51,3.99,152.371,-4.5897,0.07969999999999988,-4.6013,0.09130000000000038,-4.8794,0.3694000000000006,-4.888,0.3780000000000001,1,gamma-hexachlorocyclohexane,ClC[2]HCH(CH(CH(CH(CH@2Cl)Cl)Cl)Cl)Cl
443,-0.87,-0.97,103.131,-1.1402,0.2702000000000001,-1.5225,0.6525,-1.1038,0.2337999999999999,-1.3606,0.49060000000000004,4,6-chloro-pteridine,ClC[2]N=C[4]C(N=CHN=CH@4)=NCH=@2
444,-0.87,-0.71,103.131,-1.2289,0.3589000000000001,-1.5225,0.6525,-1.2059,0.3359,-1.3904,0.5204000000000001,3,7-chloro-pteridine,ClC[2]N=C[4]N=CHN=CHC@4=NCH=@2
445,-2.75,2.94,132.189,-4.1484,1.3983999999999996,-3.8573,1.1073,-4.1654,1.4154,-3.8922,1.1421999999999999,1,picloram,ClC[2]N=C(C(=C(C=@2Cl)NH2)Cl)C(=O)OH
446,-5.67,4.77,204.871,-5.9558,0.28580000000000005,-6.0216,0.35160000000000036,-5.8055,0.1355000000000004,-6.0916,0.42159999999999975,1,chlorpyriphos,ClC[2]N=C(C(=CHC=@2Cl)Cl)OP(=S)(OCH2CH3)OCH2CH3
447,-4.82,3.71,179.903,-5.3434,0.5233999999999996,-5.4516,0.6315999999999997,-5.2859,0.46589999999999954,-5.5727,0.7526999999999999,1,chlorpyriphos methyl,ClC[2]N=C(C(=CHC=@2Cl)Cl)OP(=S)(OCH3)OCH3
450,-4.06,3.34,161.466,-2.8347,-1.2252999999999994,-2.3075,-1.7524999999999995,-2.9641,-1.0958999999999994,-2.6085,-1.4514999999999998,1,trietazine,ClC[2]=NC(=NC(=N@2)NHCH2CH3)N(CH2CH3)CH2CH3
451,-3.15,2.19,162.078,-3.0852,-0.06479999999999997,-2.7326,-0.41739999999999977,-2.9766,-0.1734,-2.7661,-0.38390000000000013,1,cyanazine,ClC[2]=NC(=NC(=N@2)NHCH2CH3)NHC(CH3)(CH3)C#N
452,-4.55,2.28,136.498,-2.4746,-2.0753999999999997,-2.0416,-2.5084,-2.5092,-2.0408,-2.21,-2.34,1,simazine,ClC[2]=NC(=NC(=N@2)NHCH2CH3)NHCH2CH3
453,-3.85,2.63,148.982,-2.7588,-1.0912000000000002,-2.3746,-1.4754,-2.8099,-1.0401000000000002,-2.5863,-1.2637,1,atrazine,ClC[2]=NC(=NC(=N@2)NHCH2CH3)NHCH(CH3)CH3
455,-4.43,2.98,161.466,-3.0386,-1.3913999999999995,-2.7024,-1.7275999999999998,-3.1145,-1.3154999999999997,-2.9707,-1.4592999999999998,1,propazine,ClC[2]=NC(=NC(=N@2)NHCH(CH3)CH3)NHCH(CH3)CH3
458,-4.95,3.88,282.526,-5.1506,0.20059999999999967,-5.2613,0.31130000000000013,-5.0386,0.08859999999999957,-5.0602,0.11019999999999985,1,delmadinone acetate,ClC[2]=CHC[5]HC[7]HC(C(CH2CH2@7)(OC(=O)CH3)C(=O)CH3)(CH2CH2CH@5C[38](C@2=CHC(CH=CH@38)=O)CH3)CH3
459,-5.38,3.86,231.753,-5.257,-0.12300000000000022,-5.5701,0.19010000000000016,-5.5283,0.14829999999999988,-5.7257,0.3456999999999999,1,coumaphos,ClC[2]=C(C[4]=C(CH=C(CH=CH@4)OP(=S)(OCH2CH3)OCH2CH3)OC@2=O)CH3
461,-2.87,0.73,153.118,-2.9073,0.03730000000000011,-3.0871,0.21709999999999985,-2.84,-0.03000000000000025,-3.0555,0.18549999999999978,1,pyrazon,ClC[2]=C(CH=NN(C@2=O)C[10]=CHCH=CHCH=CH@10)NH2
462,-2.48,1.76,143.965,-3.3975,0.9175,-3.4877,1.0076999999999998,-3.0568,0.5768,-3.0772,0.5972,1,terbacil,ClC[2]=C(NHC(N(C@2=O)C(CH3)(CH3)CH3)=O)CH3
463,-4.91,3.98,132.873,-4.8925,-0.01750000000000007,-5.1952,0.2851999999999997,-4.8946,-0.015400000000000524,-5.0093,0.0992999999999995,1,hexachlorobutadiene,ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl
464,-4.88,6.18,201.615,-4.8427,-0.03730000000000011,-4.2905,-0.5895000000000001,-5.0556,0.1756000000000002,-4.4016,-0.4783999999999997,1,triallate,ClC(=C(Cl)CH2SC(=O)N(CH(CH3)CH3)CH(CH3)CH3)Cl
465,-4.23,3.29,119.707,-4.1015,-0.12850000000000072,-4.4459,0.21589999999999954,-4.2915,0.061499999999999666,-4.5495,0.3194999999999997,1,pentachlorobutadiene,ClC(=C(Cl)CH=C(Cl)Cl)Cl
466,-2.54,2.95,82.229,-3.1571,0.6170999999999998,-3.2227,0.6827000000000001,-3.3276,0.7875999999999999,-3.4042,0.8641999999999999,1,tetrachloroethylene,ClC(=C(Cl)Cl)Cl
467,-3.39,4.19,168.374,-3.312,-0.07800000000000029,-2.9562,-0.4338000000000002,-3.5707,0.18069999999999986,-3.2062,-0.18380000000000019,1,2-chloroallyl diethyldithiocarbamate,ClC(=CH2)CH2SC(=S)N(CH2CH3)CH2CH3
468,-2.51,2.73,80.839,-1.6306,-0.8793999999999997,-1.5328,-0.9771999999999998,-1.6379,-0.8720999999999999,-1.5005,-1.0094999999999998,1,2-chloro-2-methylbutane,ClC(CH2CH3)(CH3)CH3
469,-1.64,1.77,55.897,-1.4735,-0.16649999999999987,-1.5175,-0.12249999999999983,-1.6638,0.023800000000000043,-1.7465,0.10650000000000004,1,"1,1-dichloroethylene",ClC(=CH2)Cl
470,-6.29,7.15,278.013,-6.6584,0.3684000000000003,-6.4615,0.17149999999999999,-6.5648,0.27479999999999993,-6.3616,0.07160000000000011,1,permethrin,ClC(=CHC[5]HC(CH@5C(=O)OCH2C[16]=CHC(=CHCH=CH@16)OC[27]=CHCH=CHCH=CH@27)(CH3)CH3)Cl
472,-2.69,2.46,94.005,-1.9739,-0.7161,-2.0959,-0.5941000000000001,-2.0302,-0.6598000000000002,-2.0644,-0.6255999999999999,1,"2,3-dichloro-2-methylbutane",ClC(CH(Cl)CH3)(CH3)CH3
473,-1.96,2.26,69.063,-2.2227,0.26270000000000016,-2.237,0.27700000000000014,-2.4627,0.5026999999999999,-2.5274,0.5674000000000001,1,trichloroethylene,ClC(=CHCl)Cl
474,-1.84,1.1,156.901,-2.6709,0.8309,-2.6159,0.7758999999999998,-2.5156,0.6756,-2.4055,0.5654999999999999,1,chloralose,ClC(Cl)(Cl)C[5]HOC[8]HOCH(CH(CH@8O@5)OH)CH(OH)CH2OH
475,-3.76,2.52,130.734,-3.8845,0.12450000000000028,-4.3654,0.6054000000000004,-4.013,0.2530000000000001,-4.5116,0.7515999999999998,1,nitrapyrin,ClC(Cl)(Cl)C[5]N=C(CH=CHCH=@5)Cl
476,-3.67,4.47,109.217,-4.7248,1.0548000000000002,-4.7148,1.0448000000000004,-4.6134,0.9434000000000005,-4.4808,0.8108000000000004,1,hexachloroethane,ClC(Cl)(Cl)C(Cl)(Cl)Cl
477,-2.18,2.48,82.885,-2.7773,0.5972999999999997,-2.9194,0.7393999999999998,-2.9172,0.7371999999999996,-3.0462,0.8661999999999996,1,"1,1,1,2-tetrachloroethane",ClC(Cl)(Cl)CH2Cl
478,-2,2.1,69.719,-2.1822,0.18219999999999992,-2.3596,0.3595999999999999,-2.2527,0.2526999999999999,-2.4343,0.4342999999999999,1,"1,1,1-trichloroethane",ClC(Cl)(Cl)CH3
479,-6.62,5.92,228.359,-6.719,0.0990000000000002,-7.0587,0.43869999999999987,-6.654,0.03399999999999981,-6.7459,0.12589999999999968,1,"o,p'-DDT",ClC(Cl)(Cl)CH(C[7]=C(CH=CHCH=CH@7)Cl)C[18]=CHCH=C(CH=CH@18)Cl
480,-7.15,5.92,228.359,-6.7084,-0.4416000000000002,-7.0468,-0.10320000000000018,-6.807,-0.34299999999999997,-6.9741,-0.1759000000000004,1,"p,p´-DDT",ClC(Cl)(Cl)CH(C[7]=CHCH=C(CH=CH@7)Cl)C[18]=CHCH=C(CH=CH@18)Cl
481,-6.89,4.56,235.609,-5.3786,-1.5114,-5.8271,-1.0629,-5.452,-1.4379999999999997,-5.617,-1.2729999999999997,1,methoxychlor,ClC(Cl)(Cl)CH(C[7]=CHCH=C(CH=CH@7)OCH3)C[22]=CHCH=C(CH=CH@22)OCH3
482,-2.6,3.2,96.051,-3.6701,1.0701,-3.7768,1.1768,-3.7443,1.1442999999999999,-3.7859,1.1858999999999997,1,pentachloroethane,ClC(Cl)(Cl)CH(Cl)Cl
483,-4.19,4.61,242.387,-3.8325,-0.3575000000000004,-2.9522,-1.2378000000000005,-4.306,0.11599999999999966,-3.7633,-0.4267000000000003,1,triforine,ClC(Cl)(Cl)CH(N[7]CH2CH2N(CH2CH2@7)CH(NHCH=O)C(Cl)(Cl)Cl)NHCH=O
485,-0.22,0.48,126.479,-1.5183,1.2983,-1.7111,1.4911,-1.4163,1.1963,-1.5042,1.2842,1,trichlorfon,ClC(Cl)(Cl)CH(P(=O)(OCH3)OCH3)OH
486,-2.31,2.86,70.401,-2.9354,0.6254,-2.954,0.6440000000000001,-3.0511,0.7410999999999999,-3.0955,0.7854999999999999,1,tetrachloromethane,ClC(Cl)(Cl)Cl
489,-5.4,2.4,201.805,-4.6653,-0.7347000000000001,-5.3445,-0.05550000000000033,-4.453,-0.9470000000000001,-4.7758,-0.6242000000000001,1,captafol,ClC(Cl)(SN[5]C(C[7]HCH(CH2CH=CHCH2@7)C@5=O)=O)CH(Cl)Cl
490,-2.39,2.49,97.057,-1.9949,-0.39510000000000023,-1.9592,-0.43080000000000007,-2.0833,-0.3067000000000002,-2.1049,-0.2850999999999999,1,alfa-chlorotoluene,ClCH2C[5]=CHCH=CHCH=CH@5
491,-4.37,3.87,170.116,-4.4767,0.10670000000000002,-4.2708,-0.09919999999999973,-4.5001,0.13009999999999966,-4.3507,-0.019300000000000317,1,barbane,ClCH2C#CCH2OC(=O)NHC[15]=CHC(=CHCH=CH@15)Cl
492,-3.99,4.16,105.807,-2.9012,-1.0888000000000004,-2.6418,-1.3482000000000003,-3.0779,-0.9121000000000001,-2.8813,-1.1087000000000002,1,1-chloroheptane,ClCH2CH2CH2CH2CH2CH2CH3
493,-3.12,3.63,93.323,-2.439,-0.681,-2.1796,-0.9403999999999999,-2.6164,-0.5036,-2.415,-0.7050000000000001,1,1-chlorohexane,ClCH2CH2CH2CH2CH2CH3
494,-2.73,3.09,80.839,-1.9734,-0.7565999999999999,-1.7253,-1.0047,-2.1229,-0.6071,-1.9344,-0.7956000000000001,1,1-chloropentane,ClCH2CH2CH2CH2CH3
495,-2.03,2.56,68.355,-1.5091,-0.5208999999999997,-1.2767,-0.7532999999999999,-1.6292,-0.4007999999999998,-1.4593,-0.5706999999999998,1,1-chlorobutane,ClCH2CH2CH2CH3
496,-1.62,2,69.037,-1.3679,-0.2521000000000002,-1.2401,-0.3799000000000001,-1.637,0.016999999999999904,-1.5804,-0.03960000000000008,1,"1,3-dichloropropane",ClCH2CH2CH2Cl
497,-1.47,2.03,55.871,-1.0388,-0.4312,-0.8296,-0.6404,-1.1424,-0.3275999999999999,-0.9928,-0.47719999999999996,1,1-chloropropane,ClCH2CH2CH3
498,-1.06,1.41,56.553,-1.0394,-0.02059999999999995,-0.997,-0.06300000000000006,-1.2769,0.21689999999999987,-1.2987,0.2386999999999999,1,"1,2-dichloroethane",ClCH2CH2Cl
499,-0.29,0.18,56.483,-0.5925,0.30250000000000005,-0.7044,0.41440000000000005,-0.7212,0.43119999999999997,-0.8724,0.5824,1,3-chloropropionitrile,ClCH2CH2C#N
500,-1.12,1.19,85.828,-1.189,0.06899999999999995,-1.3138,0.19379999999999997,-1.5001,0.3800999999999999,-1.6639,0.5438999999999998,1,bis-(2-chloroethyl) ether,ClCH2CH2OCH2CH2Cl
501,-1.16,-0.0826,101.554,-1.2945,0.13450000000000006,-1.3135,0.15349999999999997,-1.4745,0.3145,-1.6218,0.4618,1,bis-(2-chloroethyl)-sulfoxide,ClCH2CH2S(=O)CH2CH2Cl
502,-1.5,0.21,105.861,-0.9388,-0.5612,-1.0633,-0.4367000000000001,-1.2639,-0.23609999999999998,-1.5564,0.056400000000000006,3,1-chloro-2-(2-chloroethylsulfonyl)ethane,ClCH2CH2S(=O)(=O)CH2CH2Cl
504,-1.36,1.65,55.215,-0.7862,-0.5738000000000001,-0.6622,-0.6978000000000001,-0.9363,-0.4237000000000001,-0.8526,-0.5074000000000001,1,3-chloropropylene,ClCH2CH=CH2
505,-2,2.38,68.355,-1.4015,-0.5985,-1.2201,-0.7799,-1.5043,-0.49570000000000003,-1.348,-0.6519999999999999,1,1-chloro-2-methylpropane,ClCH2CH(CH3)CH3
506,-0.11,0.66,73.344,-0.8476,0.7376,-0.961,0.851,-0.9664,0.8564,-1.0978,0.9878000000000001,1,"1,3-dichloro-2-propanol",ClCH2CH(OH)CH2Cl
507,-6.34,4.7,256.475,-6.3181,-0.021899999999999586,-6.0156,-0.3243999999999998,-5.7571,-0.5828999999999995,-5.3272,-1.0127999999999995,1,dialifos,ClCH2CH(SP(=S)(OCH2CH3)OCH2CH3)N[26]C(C[28]=C(CH=CHCH=CH@28)C@26=O)=O
508,-0.63,1.19,44.069,-0.9713,0.34130000000000005,-0.8934,0.26339999999999997,-1.1693,0.5393,-1.1138,0.4837999999999999,1,dichloromethane,ClCH2Cl
510,-4.19,4.51,236.518,-4.363,0.17300000000000004,-4.4253,0.23529999999999962,-4.2177,0.027699999999999392,-4.1215,-0.06850000000000023,1,butachlor,ClCH2C(=O)N(CH2OCH2CH2CH2CH3)C[25]=C(CH=CHCH=C@25CH2CH3)CH2CH3
511,-3.26,2.92,199.066,-3.4437,0.18370000000000042,-3.616,0.3560000000000003,-3.2197,-0.04029999999999978,-3.207,-0.052999999999999936,1,alachlor,ClCH2C(=O)N(CH2OCH3)C[16]=C(CH=CHCH=C@16CH2CH3)CH2CH3
512,-2.73,3,211.55,-3.3968,0.6667999999999998,-3.6614,0.9314,-3.3669,0.6368999999999998,-3.4208,0.6907999999999999,1,metolachlor,ClCH2C(=O)N(CH(CH2OCH3)CH3)C[22]=C(CH=CHCH=C@22CH3)CH2CH3
513,-2.48,2.28,157.307,-2.3706,-0.10939999999999994,-2.5272,0.04720000000000013,-2.504,0.02400000000000002,-2.6768,0.19680000000000009,1,propachlor,ClCH2C(=O)N(CH(CH3)CH3)C[18]=CHCH=CHCH=CH@18
514,-0.02,-0.85,53.701,-0.0922,0.0722,-0.1505,0.1305,-0.1654,0.1454,-0.1666,0.1466,1,chloroacetamide,ClCH2C(=O)NH2
515,0.93,-0.0471,48.282,-0.0552,0.9852000000000001,-0.1517,1.0817,-0.0717,1.0017,-0.1595,1.0895000000000001,1,chloroacetic acid,ClCH2C(=O)OH
516,-1.5,-0.11,93.377,-0.8649,-0.6351,-0.9942,-0.5058,-1.0827,-0.4173,-1.3402,-0.15979999999999994,1,bis-(2.chloroethyl)-sulfone,ClCH2S(=O)(=O)CH2CH2Cl
518,-3.77,2.88,152.57,-3.404,-0.3660000000000001,-3.5798,-0.19019999999999992,-3.5081,-0.2618999999999998,-3.6931,-0.07690000000000019,1,chlorfenprop-methyl,ClCH(CH2C[7]=CHCH=C(CH=CH@7)Cl)C(=O)OCH3
519,-2.63,2.91,80.839,-1.7821,-0.8478999999999999,-1.6041,-1.0258999999999998,-1.817,-0.813,-1.6585,-0.9714999999999998,1,2-chloropentane,ClCH(CH2CH2CH3)CH3
520,-2.63,2.91,80.839,-1.7422,-0.8877999999999999,-1.5541,-1.0758999999999999,-1.7559,-0.8740999999999999,-1.5719,-1.0580999999999998,1,3-chloropentane,ClCH(CH2CH3)CH2CH3
521,-1.96,2.38,68.355,-1.332,-0.6279999999999999,-1.1788,-0.7811999999999999,-1.3435,-0.6165,-1.2137,-0.7463,1,2-chlorobutane,ClCH(CH2CH3)CH3
522,-1.92,1.96,82.203,-1.9043,-0.015699999999999825,-1.9471,0.027100000000000124,-2.1992,0.2791999999999999,-2.275,0.355,1,"1,2,3-trichloropropane",ClCH(CH2Cl)CH2Cl
523,-1.6,1.76,69.037,-1.3553,-0.24470000000000014,-1.3686,-0.23140000000000005,-1.5147,-0.08530000000000015,-1.5591,-0.04090000000000016,1,"1,2-dichloropropane",ClCH(CH2Cl)CH3
524,-1.41,1.85,55.871,-0.8791,-0.5308999999999999,-0.7583,-0.6517,-0.9157,-0.49429999999999996,-0.8272,-0.5827999999999999,1,2-chloropropane,ClCH(CH3)CH3
525,-2.7,2.11,81.521,-1.6667,-1.0333,-1.7349,-0.9651000000000001,-1.7711,-0.9289000000000003,-1.8232,-0.8768000000000002,1,"2,3-dichlorobutane",ClCH(CH(Cl)CH3)CH3
526,-2.68,0.24,206.949,-2.9802,0.3001999999999998,-3.0798,0.39979999999999993,-3.1114,0.4314,-3.219,0.5389999999999997,1,trichlormethiazide,ClCH(Cl)C[5]HNHS(C[10]=C(CH=C(C(=CH@10)S(=O)(=O)NH2)Cl)NH@5)(=O)=O
527,-2.4,2.6,81.521,-2.182,-0.21799999999999997,-2.1569,-0.2431000000000001,-2.3214,-0.07859999999999978,-2.3102,-0.08979999999999988,1,"1,1-dichlorobutane",ClCH(Cl)CH2CH2CH3
528,-1.48,1.68,69.719,-1.8308,0.3508,-1.9179,0.43789999999999996,-2.0749,0.5949,-2.1855,0.7055000000000002,1,"1,1,2-trichloroethane",ClCH(Cl)CH2Cl
530,-1.29,1.53,56.553,-1.2882,-0.0018000000000000238,-1.3264,0.03639999999999999,-1.4028,0.11280000000000001,-1.4637,0.17369999999999997,1,"1,1-dichloroethane",ClCH(Cl)CH3
531,-6.51,5.39,215.193,-6.0061,-0.5038999999999998,-6.2301,-0.2798999999999996,-6.1574,-0.3525999999999998,-6.2618,-0.24819999999999975,1,"o,p'-DDD",ClCH(Cl)CH(C[7]=C(CH=CHCH=CH@7)Cl)C[18]=CHCH=C(CH=CH@18)Cl
532,-7.2,5.39,215.193,-5.9954,-1.2046000000000001,-6.2182,-0.9817999999999998,-6.2791,-0.9209000000000005,-6.4874,-0.7126000000000001,1,"p,p´-DDD",ClCH(Cl)CH(C[7]=CHCH=C(CH=CH@7)Cl)C[18]=CHCH=C(CH=CH@18)Cl
533,-1.74,2.17,82.885,-2.6712,0.9311999999999998,-2.807,1.067,-2.9047,1.1647,-3.0249,1.2849000000000002,1,"1,1,2,2-tetrachloroethane",ClCH(Cl)CH(Cl)Cl
534,-1.17,1.76,57.235,-1.8759,0.7059,-1.9396,0.7696000000000001,-2.0991,0.9291,-2.2016,1.0316,1,chloroform,ClCH(Cl)Cl
535,-1.62,1.98,140.459,-2.1275,0.5074999999999998,-2.1774,0.5573999999999999,-2.4899,0.8698999999999999,-2.5956,0.9756,1,"N,N-diallyldichloroacetamide",ClCH(Cl)C(=O)N(CH2CH=CH2)CH2CH=CH2
536,-5.03,2.45,189.861,-4.9652,-0.06479999999999997,-4.8429,-0.18710000000000004,-5.2129,0.18290000000000006,-5.0528,0.022800000000000153,1,quinonamid,ClCH(Cl)C(=O)NHC[9]=C(C(C[12]=C(CH=CHCH=CH@12)C@9=O)=O)Cl
538,-1.3,1.74,55.897,-1.3203,0.020299999999999985,-1.2195,-0.08050000000000002,-1.6041,0.30410000000000004,-1.5832,0.2831999999999999,1,"1,2-dichloroethylene",ClCH=[S=I]CHCl
539,-1.3,1.74,55.897,-1.3203,0.020299999999999985,-1.2195,-0.08050000000000002,-1.5551,0.2550999999999999,-1.5052,0.20520000000000005,1,"1,2-dichloroethylene",ClCH=[S=N]CHCl
541,-4.08,5.13,188.449,-3.8906,-0.1894,-3.4326,-0.6474000000000002,-4.136,0.05600000000000005,-3.6025,-0.47750000000000004,1,diallate,ClC(=[S=I]CHCl)CH2SC(=O)N(CH(CH3)CH3)CH(CH3)CH3
542,-2.6,1.36,107.851,-2.4165,-0.1835,-2.6028,0.0027999999999996916,-2.0894,-0.5106000000000002,-2.0688,-0.5312000000000001,1,"1,3-dichloro-5,5-dimethylhydantoin",ClN[2]C(C(N(C@2=O)Cl)=O)(CH3)CH3
544,-6.02,3.68,197.207,-5.0347,-0.9852999999999996,-5.0021,-1.0178999999999991,-5.3091,-0.7108999999999996,-5.5077,-0.5122999999999998,1,difluron,FC[2]=C(C(=CHCH=CH@2)F)C(=O)NHC(=O)NHC[20]=CHCH=C(CH=CH@20)Cl
545,-2.38,2.46,73.175,-2.9009,0.5209000000000001,-3.0286,0.6486000000000001,-3.1826,0.8026,-3.3958,1.0158,1,"1,2,4,5-tetrafluorobenzene",FC[2]=C(CH=C(C(=CH@2)F)F)F
546,-2.31,2.43,73.175,-2.8906,0.5806,-3.0286,0.7185999999999999,-3.1659,0.8559000000000001,-3.3856,1.0756000000000001,1,"1,2,3,5-tetrafluorobenzene",FC[2]=C(CH=C(CH=C@2F)F)F
548,-4.49,4.12,180.35,-4.0617,-0.4283000000000001,-4.0149,-0.4751000000000003,-3.9292,-0.5608000000000004,-3.8323,-0.6577000000000002,1,flurbiprofen,FC[2]=C(CH=CHC(=CH@2)CH(CH3)C(=O)OH)C[21]=CHCH=CHCH=CH@21
550,-3.37,2.31,207.646,-3.838,0.46799999999999997,-4.1938,0.8238000000000003,-3.9347,0.5646999999999998,-4.25,0.8799999999999999,1,flutriafol,FC[2]=C(CH=CHCH=CH@2)C(OH)(CH2N[18]N=CHN=CH@18)C[25]=CHCH=C(CH=CH@25)F
