No,Expt.,ClogP,Tm,Polarizability,Predicted,Residual,Predicted,Residual,Predicted,Residual,Predicted,Residual,Name,SLN
115,-3.07,3.42,249,97.739,-2.9759,-0.09409999999999963,-2.8293,-0.24069999999999991,-3.1491,0.07909999999999995,-3.0871,0.017100000000000115,"1,3-Dichlorobenzene  ",C[1](CH=C(CH=CHCH=@1)Cl)Cl
116,-3.31,3.34,327,97.739,-2.9161,-0.3938999999999999,-2.7902,-0.5198,-3.102,-0.20800000000000018,-3.0753,-0.23470000000000013,"1,4-Dichlorobenzene  ",C[1](CH=CHC(=CHCH=@1)Cl)Cl
117,-5.25,5.04,298,163.893,-4.8974,-0.3525999999999998,-4.7809,-0.4691000000000001,-4.8718,-0.37819999999999965,-4.7822,-0.46780000000000044,"2,4-Dichlorobiphenyl  ",C[1](C(=CHC(=CHCH=@1)Cl)Cl)C[12]CH=CHCH=CHCH=@12
118,-6.56,5.12,422,163.893,-4.8179,-1.7420999999999998,-4.6594,-1.9005999999999998,-5.1584,-1.4015999999999993,-5.0818,-1.4781999999999993,"4,4'-Dichlorobiphenyl  ",C[1](CH=CHC(=CHCH=@1)Cl)C[12]CH=CHC(=CHCH=@12)Cl
119,-5.27,4.93,334,163.893,-4.753,-0.5169999999999995,-4.6594,-0.6105999999999998,-4.5533,-0.7166999999999994,-4.4216,-0.8483999999999998,"2,2'-Dichlorobiphenyl  ",C[1](C(=CHCH=CHCH=@1)Cl)C[12]C(=CHCH=CHCH=@12)Cl
120,-5.24,4.95,298,163.893,-4.8346,-0.4054000000000002,-4.7444,-0.4956000000000005,-4.812,-0.42799999999999994,-4.7522,-0.4878,"2,5-Dichlorobiphenyl  ",C[1](C(=CHCH=C(CH=@1)Cl)Cl)C[12]CH=CHCH=CHCH=@12
121,-5.28,5.02,316,163.893,-4.7731,-0.5068999999999999,-4.6472,-0.6328000000000005,-4.7417,-0.5383000000000004,-4.6588,-0.6212,"2,4'-Dichlorobiphenyl  ",C[1](CH=CHC(=CHCH=@1)Cl)C[12]CH=CHCH=CHC=@12Cl
122,-5.8,5.11,302,163.893,-4.8145,-0.9855,-4.6594,-1.1406,-4.984,-0.8159999999999998,-4.926,-0.8739999999999997,"3,3'-Dichlorobiphenyl  ",C[1](=CHC(=CHCH=CH@1)Cl)C[12]CH=CHCH=C(CH=@12)Cl
123,-6.39,4.99,323,163.893,-4.9765,-1.4135,-4.8903,-1.4996999999999998,-5.0947,-1.2953000000000001,-5.047,-1.343,"3,4-Dichlorobiphenyl  ",C[1](CH=C(C(=CHCH=@1)Cl)Cl)C[12]CH=CHCH=CHCH=@12
124,-5.21,4.94,308,163.893,-4.8633,-0.34670000000000023,-4.7809,-0.42910000000000004,-4.7337,-0.47630000000000017,-4.6362,-0.5738000000000003,"2,6-Dichlorobiphenyl  ",C[1](C(=CHCH=CHC=@1Cl)Cl)C[12]CH=CHCH=CHCH=@12
125,-2.4,2.6,298,81.521,-2.182,-0.21799999999999997,-2.1569,-0.2431000000000001,-2.3247,-0.07529999999999992,-2.3148,-0.08519999999999994,"1,1-Dichlorobutane  ",CH(CH2CH2CH3)(Cl)Cl
126,-2.7,2.11,298,81.521,-1.6667,-1.0333,-1.7349,-0.9651000000000001,-1.7692,-0.9308000000000001,-1.8162,-0.8838000000000001,"2,3-Dichlorobutane  ",CH3CH(CH(CH3)Cl)Cl
127,-7.21,5.29,457,161.418,-5.4126,-1.7973999999999997,-5.0932,-2.1167999999999996,-5.6513,-1.5587,-5.5612,-1.6487999999999996,"2,8-Dichlorodibenzofuran  ",O[1]C[2]C(C[4]C@1=CHCH=C(CH=@4)Cl)=CHC(=CHCH=@2)Cl
128,-7.83,5.82,483,165.725,-5.8069,-2.0231000000000003,-5.3961,-2.4339000000000004,-6.0825,-1.7475000000000005,-5.8841,-1.9459,"2,7-Dichlorodibenzo-p-dioxin  ",C[1]C(OC[4]C(O@1)=CHC(=CHCH=@4)Cl)=CHC(=CHCH=@1)Cl
129,-7.18,5.82,424,165.725,-5.8069,-1.3731,-5.3961,-1.7839,-6.0998,-1.0801999999999996,-5.9224,-1.2576,"2,8-Dichlorodibenzo-p-dioxin  ",C[1]C(OC[4]C(O@1)=CHCH=C(CH=@4)Cl)=CHC(=CHCH=@1)Cl
130,-1.99,2.19,298,44.953,-2.0344,0.04440000000000022,-2.0211,0.031100000000000128,-1.913,-0.07699999999999996,-1.8381,-0.15189999999999992,Dichlorodifluoromethane  ,C(F)(F)(Cl)Cl
131,-5.06,4.98,312,168.2,-4.9134,-0.1465999999999994,-4.8822,-0.17779999999999951,-4.8291,-0.23089999999999922,-4.7648,-0.29519999999999946,"2,6-Dichlorodiphenyl ether  ",O(C[2]C(=CHCH=CHC=@2Cl)Cl)C[13]CH=CHCH=CHCH=@13
132,-5.52,5.19,304,168.2,-4.9104,-0.6095999999999995,-4.7977,-0.7222999999999997,-4.9745,-0.5454999999999997,-4.9094,-0.6105999999999998,"2,4'-Dichlorodiphenyl ether  ",O(C[2]CH=CHC(=CHCH=@2)Cl)C[13]CH=CHCH=CHC=@13Cl
133,-1.29,1.53,298,56.553,-1.2882,-0.0018000000000000238,-1.3264,0.03639999999999999,-1.4181,0.12809999999999988,-1.4792,0.18920000000000003,"1,1-Dichloroethane  ",CH(CH3)(Cl)Cl
134,-1.06,1.41,298,56.553,-1.0394,-0.02059999999999995,-0.997,-0.06300000000000006,-1.2897,0.22970000000000002,-1.3042,0.24419999999999997,"1,2-Dichloroethane  ",CH2(CH2Cl)Cl
135,-1.64,1.77,298,55.897,-1.4735,-0.16649999999999987,-1.5175,-0.12249999999999983,-1.6659,0.025900000000000034,-1.7443,0.10430000000000006,"1,1-Dichloroethylene  ",C(=CH2)(Cl)Cl
136,-1.3,1.74,298,55.897,-1.3203,0.020299999999999985,-1.2195,-0.08050000000000002,-1.6053,0.3052999999999999,-1.5814,0.2813999999999999,"1,2-Dichloroethylene  ",CH(=[S=N]CHCl)Cl
137,-1.12,2.09,298,112.16,-2.8018,1.6818,-3.0426,1.9226,-3.176,2.056,-3.4315,2.3115,"2,2'-Dichloroethyl ether  ",O(CH2CH(Cl)Cl)CH2CH(Cl)Cl
138,-0.63,1.19,298,44.069,-0.9713,0.34130000000000005,-0.8934,0.26339999999999997,-1.1751,0.5451,-1.1233,0.49329999999999996,Dichloromethane  ,CH2(Cl)Cl
139,-1.62,2,298,69.037,-1.3679,-0.2521000000000002,-1.2401,-0.3799000000000001,-1.627,0.006999999999999895,-1.5718,-0.04820000000000002,"1,3-Dichloropropane  ",CH2(CH2CH2Cl)Cl
140,-1.6,1.76,298,69.037,-1.3553,-0.24470000000000014,-1.3686,-0.23140000000000005,-1.5167,-0.08330000000000015,-1.5599,-0.040100000000000025,"1,2-Dichloropropane  ",CH2(CH(CH3)Cl)Cl
141,-3.46,3.67,356,131.321,-3.7003,0.24029999999999996,-3.5629,0.10289999999999999,-3.6674,0.20740000000000025,-3.4706,0.010600000000000165,"4,5-Dichloroveratrole  ",CH3OC[6]C(OCH3)=CHC(=C(CH=@6)Cl)Cl
142,-0.77,0.62,298,88.771,-0.2487,-0.5213,-0.4628,-0.30720000000000003,-0.2233,-0.5467,-0.4324,-0.3376,"1,2-Diethoxyethane  ",CH2(CH2OCH2CH3)OCH2CH3
143,-0.43,1.14,298,88.771,-0.6339,0.20390000000000003,-0.7922,0.3622,-0.6084,0.17840000000000006,-0.7649,0.33490000000000003,"1,1-Diethoxyethane  ",CH(CH3)(OCH2CH3)OCH2CH3
144,-3.75,4.2,298,121.343,-4.1781,0.4280999999999997,-4.2812,0.5312000000000001,-4.0558,0.3057999999999996,-4.1478,0.39780000000000015,"1,4-Diethylbenzene  ",C[1](CH=CHC(=CHCH=@1)CH2CH3)CH2CH3
145,-0.09,0.98,298,59.496,-0.1228,0.03280000000000001,-0.1189,0.02890000000000001,-0.0548,-0.035199999999999995,-0.0651,-0.02489999999999999,Diethyl ether  ,O(CH2CH3)CH2CH3
146,-2.35,2.7,298,156.101,-2.88,0.5299999999999998,-2.8599,0.5099,-2.7358,0.3857999999999997,-2.6839,0.33389999999999986,Diethyl phthalate  ,C(C[2]C(C(=O)OCH2CH3)=CHCH=CHCH=@2)(=O)OCH2CH3
147,-5.37,4.11,404,141.637,-3.8268,-1.5432000000000001,-3.9178,-1.4522,-3.8352,-1.5348000000000002,-3.9369,-1.4331,"1,4-Diiodobenzene  ",C[1](CH=CHC(=CHCH=@1)I)I
148,-3.22,3.06,346,99.795,-2.6199,-0.6001000000000003,-2.592,-0.6280000000000001,-2.7714,-0.44860000000000033,-2.7957,-0.4243000000000001,"1,2-Diiodoethylene  ",CH(=[S=N]CHI)I
149,-4.66,4.46,298,206.037,-4.0194,-0.6406000000000001,-3.9323,-0.7277,-3.9767,-0.6833,-3.8311,-0.8289,Diisobutyl phthalate  ,C(C[2]C(C(=O)OCH2CH(CH3)CH3)=CHCH=CHCH=@2)(=O)OCH2CH(CH3)CH3
150,-1.1,1.68,298,84.464,-0.7653,-0.3347000000000001,-0.8772,-0.2228000000000001,-0.7648,-0.33520000000000005,-0.8131,-0.28690000000000004,Diisopropyl ether  ,O(CH(CH3)CH3)CH(CH3)CH3
151,-1.3,1.6,298,93.229,-1.292,-0.008000000000000007,-1.413,0.11299999999999999,-1.1885,-0.11150000000000015,-1.3007,0.0006999999999999229,Diisopropylketone  ,C(=O)(CH(CH3)CH3)CH(CH3)CH3
152,-2.32,1.77,325,118.061,-1.8144,-0.5055999999999998,-1.7958,-0.5241999999999998,-1.9402,-0.3797999999999999,-1.8513,-0.4686999999999999,"2,5-Dimethoxybenzaldehyde  ",CH(C[3]C(=CHCH=C(CH=@3)OCH3)OCH3)=O
153,0.48,-0.27,298,51.319,0.4447,0.0353,0.3885,0.09149999999999997,0.455,0.024999999999999967,0.4773,0.00269999999999998,Dimethoxymethane  ,CH2(OCH3)OCH3
154,-1.04,1.57,298,84.464,-0.9356,-0.10440000000000005,-0.9542,-0.08579999999999999,-0.8963,-0.14370000000000005,-0.8399,-0.20010000000000006,"2,2-Dimethyl-1-Butanol  ",CH2(C(CH2CH3)(CH3)CH3)OH
155,-0.5,1.57,298,84.464,-1.0062,0.5062,-1.0447,0.5447,-0.9549,0.45489999999999997,-0.9023,0.4023,"3,3-Dimethyl-1-Butanol  ",CH2(CH2C(CH3)(CH3)CH3)OH
156,-1.52,2.1,298,96.948,-1.3571,-0.16290000000000004,-1.3579,-0.1620999999999999,-1.3486,-0.1714,-1.2672,-0.2527999999999999,"2,2-Dimethyl-1-pentanol  ",CH2(C(CH2CH2CH3)(CH3)CH3)OH
157,-1.6,2.1,298,96.948,-1.4207,-0.17930000000000001,-1.4411,-0.15890000000000004,-1.3612,-0.23880000000000012,-1.2872,-0.3128000000000002,"2,4-Dimethyl-1-pentanol  ",CH2(CH(CH2CH(CH3)CH3)CH3)OH
158,-1.55,2.1,298,96.948,-1.4844,-0.0656000000000001,-1.5244,-0.025600000000000067,-1.4248,-0.12519999999999998,-1.3478,-0.20219999999999994,"4,4-Dimethyl-1-pentanol  ",CH2(CH2CH2C(CH3)(CH3)CH3)OH
159,-0.4,2.1,326,96.948,-1.3568,0.9568,-1.363,0.963,-1.3477,0.9476999999999999,-1.2403,0.8402999999999999,"2,2-Dimethyl-1-pentanol  ",CH2(C(CH2CH2CH3)(CH3)CH3)OH
160,-0.62,1.39,298,84.464,-0.8025,0.1825,-0.902,0.28200000000000003,-0.7712,0.1512,-0.7947,0.17469999999999997,"3,3-Dimethyl-2-Butanol  ",CH3CH(C(CH3)(CH3)CH3)OH
161,-0.41,1.39,298,84.464,-0.766,0.35600000000000004,-0.8949,0.48490000000000005,-0.7237,0.31370000000000003,-0.7866,0.3766,"2,3-Dimethyl-2-Butanol  ",CH3C(CH(CH3)CH3)(OH)CH3
162,-0.92,1.92,298,96.948,-1.2115,0.2915,-1.3235,0.40349999999999986,-1.1885,0.26849999999999985,-1.2387,0.3186999999999999,"2,4-Dimethyl-2-pentanol  ",CH3C(CH2CH(CH3)CH3)(OH)CH3
163,-0.89,1.92,298,96.948,-1.1797,0.28969999999999996,-1.2818,0.39180000000000004,-1.1513,0.2613,-1.1754,0.2854,"2,3-Dimethyl-2-pentanol  ",CH3C(CH(CH2CH3)CH3)(OH)CH3
164,-1.15,1.92,298,96.948,-1.174,0.02400000000000002,-1.2366,0.08660000000000001,-1.1782,0.028200000000000003,-1.188,0.038000000000000034,"2,2-Dimethyl-3-pentanol  ",CH3C(CH(CH2CH3)OH)(CH3)CH3
165,-1.22,1.92,298,96.948,-1.174,-0.04600000000000004,-1.2366,0.016599999999999948,-1.1618,-0.05820000000000003,-1.1829,-0.03709999999999991,"2,4-Dimethyl-3-pentanol  ",CH3CH(CH(CH(CH3)CH3)OH)CH3
166,-0.85,1.92,298,96.948,-1.1479,0.29789999999999994,-1.2402,0.3902,-1.1183,0.2683000000000001,-1.1278,0.27779999999999994,"2,3-Dimethyl-3-pentanol  ",CH3CH(C(CH2CH3)(OH)CH3)CH3
167,1.11,-0.75,298,65.503,0.6359,0.4741000000000001,0.4997,0.6103000000000001,0.6572,0.4528000000000001,0.5705,0.5395000000000001,"N,N-Dimethylacetamide  ",C(CH3)(=O)N(CH3)CH3
168,-2.8,3.14,248,96.375,-3.1307,0.3307000000000002,-3.1974,0.3974000000000002,-3.0974,0.2974000000000001,-3.151,0.351,"1,2-Dimethylbenzene  ",C[1](C(=CHCH=CHCH=@1)CH3)CH3
169,-2.82,3.14,225,96.375,-3.1307,0.3107000000000002,-3.1974,0.3774000000000002,-3.0817,0.26170000000000027,-3.1479,0.3279000000000001,"1,3-Dimethylbenzene  ",C[1](CH=C(CH=CHCH=@1)CH3)CH3
170,-2.77,3.14,286,96.375,-3.1307,0.3607,-3.1974,0.4274,-3.0711,0.3010999999999999,-3.1498,0.3797999999999999,"1,4-Dimethylbenzene  ",C[1](CH=CHC(=CHCH=@1)CH3)CH3
171,-3.55,3.58,298,80.157,-3.6761,0.1261000000000001,-3.7602,0.2102000000000004,-3.7388,0.18880000000000008,-3.7625,0.21250000000000036,"2,2-Dimethylbutane  ",CH3C(CH2CH3)(CH3)CH3
172,-0.39,1.57,298,84.464,-0.9709,0.5809,-0.9994,0.6093999999999999,-0.9285,0.5385,-0.8865,0.49649999999999994,"2,3-Dimethylbutanol  ",CH2(CH(CH(CH3)CH3)CH3)OH
173,-4.3,4.37,298,98.343,-4.4831,0.18310000000000048,-4.5029,0.20290000000000052,-4.4895,0.18949999999999978,-4.5462,0.24619999999999997,"1,2-Dimethylcyclohexane  ",C[1]H(CH(CH2CH2CH2CH2@1)CH3)CH3
174,-4.14,4.37,281,138.217,-4.736,0.5960000000000001,-4.8174,0.6774000000000004,-4.7148,0.5748000000000006,-4.761,0.6210000000000004,"1,4-Dimethylnaphthalene  ",C[1](CH=CHC(=C[7]CH=CHCH=CHC=@1@7)CH3)CH3
175,-4.26,4.11,298,92.641,-4.0659,-0.19409999999999972,-4.1746,-0.08539999999999992,-4.1139,-0.14609999999999967,-4.1723,-0.08769999999999989,"2,4-Dimethylpentane  ",CH3CH(CH2CH(CH3)CH3)CH3
176,-1.66,1.64,298,131.133,-2.1888,0.5288000000000002,-2.1955,0.5355000000000001,-2.0391,0.3791,-1.9756,0.3156000000000001,Dimethyl phthalate  ,C(C[2]C(C(=O)OCH3)=CHCH=CHCH=@2)(=O)OCH3
177,-4.01,2.47,414,131.133,-2.4508,-1.5591999999999997,-2.1712,-1.8388,-2.3583,-1.6517,-2.0438,-1.9661999999999997,Dimethyl terephthalate  ,C(C[2]CH=CHC(C(=O)OCH3)=CHCH=@2)(=O)OCH3
178,-2.09,4.03,298,127.469,-3.4819,1.3919000000000001,-3.4992,1.4092000000000002,-3.5966,1.5066000000000002,-3.5166,1.4266,"1,4-Dipentadiene  ",CH(=[S=N]CHCH=[S=I]CHCH3)C(=[S=I]CHCH=CH2)CH3
179,-3.91,4.21,301,141.868,-3.1972,-0.7128000000000001,-2.9891,-0.9209,-3.1892,-0.7208000000000001,-3.0116,-0.8984000000000001,Diphenyl ether  ,O(C[2]CH=CHCH=CHCH=@2)C[13]CH=CHCH=CHCH=@13
180,-4.08,4.21,299,150.045,-4.3602,0.2801999999999998,-4.4176,0.3376000000000001,-4.405,0.3250000000000002,-4.4472,0.3671999999999995,Diphenylmethane  ,CH2(C[4]CH=CHCH=CHCH=@4)C[15]CH=CHCH=CHCH=@15
181,-1.62,2.04,298,84.464,-0.9611,-0.6589000000000002,-0.8913,-0.7287000000000001,-0.9785,-0.6415000000000001,-0.9387,-0.6813000000000001,Dipropyl ether  ,O(CH2CH2CH3)CH2CH2CH3
182,-1.7,2.5,298,93.229,-1.8836,0.18359999999999999,-1.8919,0.19189999999999996,-1.9445,0.24449999999999994,-1.9494,0.24940000000000007,Enanthaldehyde  ,CH(CH2CH2CH2CH2CH2CH3)=O
183,-0.15,0.45,216,53.396,-0.5164,0.36639999999999995,-0.5282,0.3782,-0.5277,0.3776999999999999,-0.6719,0.5219,Epichlorohydrin  ,ClCH2C[5]HCH2O@5
184,-2.19,2.14,338,130.545,-2.1484,-0.04159999999999986,-2.1788,-0.011200000000000099,-2.0941,-0.09589999999999987,-2.049,-0.14100000000000001,4-Ethoxy-3-methoxybenzaldehyde  ,CH(C[3]CH=C(C(=CHCH=@3)OCH2CH3)OCH3)=O
185,-1.77,1.72,351,118.061,-1.856,0.08600000000000008,-1.8403,0.07030000000000003,-1.9188,0.14880000000000004,-1.9027,0.13270000000000004,3-Ethoxy-4-hydroxybenzaldehyde  ,CH(C[3]CH=C(C(=CHCH=@3)OH)OCH2CH3)=O
186,-1.17,1.75,298,84.464,-1.0323,-0.13769999999999993,-0.9994,-0.17059999999999997,-0.9716,-0.1983999999999999,-0.8656,-0.3043999999999999,2-Ethyl-1-Butanol  ,CH2(CH(CH2CH3)CH2CH3)OH
187,-2.11,2.82,298,109.432,-1.8806,-0.22939999999999983,-1.8165,-0.29349999999999987,-1.8708,-0.23919999999999986,-1.7671,-0.3429,2-Ethyl-1-Hexanol  ,CH2(CH(CH2CH2CH2CH3)CH2CH3)OH
188,-3.21,3.67,298,108.859,-3.6723,0.46229999999999993,-3.7572,0.5472000000000001,-3.6197,0.40969999999999995,-3.6691,0.45909999999999984,1-Ethyl-2-methylbenzene  ,C[1](C(=CHCH=CHCH=@1)CH3)CH2CH3
189,0.08,1.04,298,71.98,-0.4241,0.5041,-0.5264,0.6063999999999999,-0.3078,0.38780000000000003,-0.3538,0.4338,2-Ehyl-2-propanol  ,CH3C(CH3)(OH)CH2CH3
190,-0.85,2.1,298,96.948,-1.2093,0.35930000000000006,-1.2402,0.3902,-1.208,0.358,-1.1836,0.3336,3-ethyl-3-pentanol  ,CH3CH2C(CH2CH3)(OH)CH2CH3
191,-3.11,3.67,298,108.859,-3.6723,0.5623,-3.7572,0.6472000000000002,-3.6006,0.49060000000000015,-3.6841,0.5741,1-Ethyl-4-methylbenzene  ,C[1](CH=CHC(=CHCH=@1)CH3)CH2CH3
192,-0.04,0.71,298,60.084,-0.3915,0.35150000000000003,-0.4364,0.39640000000000003,-0.3425,0.30250000000000005,-0.3933,0.3533,Ethyl acetate  ,C(CH3)(=O)OCH2CH3
193,-0.74,1.32,298,71.912,-0.775,0.03500000000000003,-0.712,-0.028000000000000025,-0.6703,-0.06969999999999998,-0.5832,-0.15679999999999994,Ethyl acrylate  ,C(CH=CH2)(=O)OCH2CH3
194,-2.32,2.73,298,113.754,-2.1514,-0.16859999999999964,-1.9721,-0.3478999999999999,-2.1427,-0.1772999999999998,-1.9793,-0.3406999999999998,Ethyl benzoate  ,C(C[2]CH=CHCH=CHCH=@2)(=O)OCH2CH3
195,-1.28,1.77,298,85.052,-1.2325,-0.0475000000000001,-1.2168,-0.06319999999999992,-1.1959,-0.08410000000000006,-1.2042,-0.07580000000000009,Ethyl butyrate  ,C(CH2CH2CH3)(=O)OCH2CH3
196,-3.39,3.9,298,134.988,-2.9836,-0.4064000000000001,-2.9393,-0.4507000000000003,-3.0334,-0.35660000000000025,-3.021,-0.3690000000000002,Ethyl caprylate  ,C(CH2CH2CH2CH2CH2CH2CH3)(=O)OCH2CH3
197,-1.08,1.41,298,56.553,-1.0393,-0.04070000000000018,-1.0007,-0.07930000000000015,-1.2233,0.14329999999999998,-1.2204,0.14039999999999986,Ethylenedichloride  ,CH2(CH2Cl)Cl
198,0.08,-1.69,260,38.835,1.2916,-1.2116,1.0322,-0.9522,1.6324,-1.5524,1.5082,-1.4282,Ethylene glycol  ,CH2(CH2OH)OH
199,0.15,0.3,298,47.6,0.2616,-0.1116,0.1466,0.0033999999999999864,0.2545,-0.10450000000000001,0.2016,-0.05160000000000001,Ethyl formate  ,CH(=O)OCH2CH3
200,-2.71,3.37,298,122.504,-2.5398,-0.1701999999999999,-2.4899,-0.22009999999999996,-2.5378,-0.17220000000000013,-2.5297,-0.1802999999999999,Ethyl heptylate  ,C(CH2CH2CH2CH2CH2CH3)(=O)OCH2CH3
201,-0.55,1.33,298,71.98,-0.4462,-0.10380000000000006,-0.5006,-0.0494,-0.4666,-0.08340000000000003,-0.5075,-0.04250000000000009,Ethyl isopropyl ether  ,O(CH(CH3)CH3)CH2CH3
202,-3.8,4.43,298,147.472,-3.4315,-0.3684999999999996,-3.4009,-0.3990999999999998,-3.4406,-0.35939999999999994,-3.4654,-0.3346,Ethyl pelargonate  ,C(CH2CH2CH2CH2CH2CH2CH2CH3)(=O)OCH2CH3
203,-0.66,1.24,298,72.568,-0.8085,0.14849999999999997,-0.8191,0.15910000000000002,-0.7311,0.07109999999999994,-0.7718,0.11180000000000001,Ethyl propionate  ,C(CH2CH3)(=O)OCH2CH3
204,-0.66,1.51,298,71.98,-0.5578,-0.10220000000000007,-0.5219,-0.1381,-0.5388,-0.12120000000000009,-0.5238,-0.1362,Ethyl propyl ether  ,O(CH2CH2CH3)CH2CH3
205,-1.75,2.3,298,97.536,-1.6622,-0.0878000000000001,-1.6282,-0.12179999999999991,-1.6368,-0.11319999999999997,-1.631,-0.119,Ethyl valerate  ,C(CH2CH2CH2CH3)(=O)OCH2CH3
206,-0.85,1.04,298,58.84,-0.2215,-0.6285,-0.2118,-0.6382,-0.3011,-0.5488999999999999,-0.3001,-0.5499,Ethyl vinyl ether  ,O(CH=CH2)CH2CH3
207,-5.92,5.17,383,172.621,-6.1104,0.19040000000000035,-6.0734,0.15340000000000042,-6.0151,0.0951000000000004,-5.9703,0.05030000000000001,Fluoranthene  ,C[1]HCH=CHC[7]=CHCH=CHC[14]C[15]=CHCH=CHCH=C@15C=@1C@7=@14
208,-5,4.16,389,143.263,-4.8721,-0.12790000000000035,-4.7817,-0.21830000000000016,-4.8495,-0.15050000000000008,-4.8988,-0.1012000000000004,Fluorene  ,C[1]H2C[4]CH=CHCH=CHC=@4C[14]CH=CHCH=CHC@1=@14
209,-3.13,3.23,300,106.964,-2.9918,-0.13819999999999988,-3.0403,-0.08970000000000011,-3.0714,-0.05859999999999976,-3.1516,0.021600000000000286,1-Fluoro-4-iodobenzene  ,C[1](CH=CHC(=CHCH=@1)I)F
210,-1.8,2.27,231,71.849,-1.4905,-0.3095000000000001,-1.383,-0.41700000000000004,-1.5908,-0.20920000000000005,-1.5303,-0.26970000000000005,Flurobenzene  ,C[1](CH=CHCH=CHCH=@1)F
211,-0.82,1.38,298,51.402,-0.5815,-0.23849999999999993,-0.2565,-0.5634999999999999,-0.6772,-0.14279999999999993,-0.4232,-0.39679999999999993,Furan  ,O[1]CH=CHCH=CH@1
212,-0.1,0.73,298,64.474,-0.6347,0.5347000000000001,-0.5238,0.42380000000000007,-0.6748,0.5748,-0.5917,0.4917,Furfural  ,CH(C[3]=CHCH=CHO@3)=O
213,-7.92,7.21,356,229.723,-8.7435,0.8234999999999992,-8.887,0.9670000000000005,-8.6792,0.7591999999999999,-8.7668,0.8468,"2,2',3,4,4',5',6-Heptachlorobiphenyl  ",C[1](C(=C(C(=CHC=@1Cl)Cl)Cl)Cl)C[12]C(=CHC(=C(CH=@12)Cl)Cl)Cl
214,-8.3,7.16,395,229.723,-8.7584,0.45839999999999925,-8.9226,0.6225999999999985,-8.6237,0.32369999999999877,-8.6989,0.39889999999999937,"2,2',3,3',4,4',6-Heptachlorobiphenyl  ",C[1](C(=C(C(=CHC=@1Cl)Cl)Cl)Cl)C[12]C(=C(C(=CHCH=@12)Cl)Cl)Cl
215,-8.94,7.12,420,229.723,-8.7128,-0.22719999999999985,-8.887,-0.05299999999999905,-8.6324,-0.307599999999999,-8.7365,-0.20350000000000001,"2,2',3,4',5,5',6-Heptachlorobiphenyl  ",C[1](C(=C(CH=C(C=@1Cl)Cl)Cl)Cl)C[12]C(=CHC(=C(CH=@12)Cl)Cl)Cl
216,-11.48,7.26,509,227.248,-9.4581,-2.0219000000000005,-9.4995,-1.980500000000001,-9.6233,-1.8567,-9.7826,-1.6974,"1,2,3,4,6,7,8-Heptachlorodibenzofuran  ",O[1]C[2]C(C[4]C@1=C(C(=C(CH=@4)Cl)Cl)Cl)=C(C(=C(C=@2Cl)Cl)Cl)Cl
217,-11.25,8.1,538,231.555,-9.8976,-1.3523999999999994,-9.7287,-1.5213,-10.0036,-1.2463999999999995,-9.9766,-1.2734000000000005,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin  ",C[1]C(OC[4]C(O@1)=C(C(=C(CH=@4)Cl)Cl)Cl)=C(C(=C(C=@1Cl)Cl)Cl)Cl
218,-9.46,7.59,442,234.03,-9.031,-0.42900000000000027,-9.1222,-0.33780000000000143,-9.061,-0.3990000000000009,-9.095,-0.3650000000000002,"2,3,3',4,4',5,6-Heptachlorodiphenyl ether  ",O(C[2]C(=C(C(=C(C=@2Cl)Cl)Cl)Cl)Cl)C[13]CH=C(C(=CHCH=@13)Cl)Cl
219,-9.12,7.65,377,234.03,-9.0515,-0.06849999999999845,-9.1222,0.002200000000000202,-9.1402,0.020200000000000884,-9.1819,0.0619000000000014,"2,2',3,3',4,4',5-Heptachlorodiphenyl ether  ",O(C[2]C(=C(C(=C(CH=@2)Cl)Cl)Cl)Cl)C[13]C(=C(C(=CHCH=@13)Cl)Cl)Cl
220,-9.5,7.71,362,234.03,-9.0719,-0.4281000000000006,-9.1222,-0.3778000000000006,-9.2262,-0.2737999999999996,-9.2685,-0.23150000000000048,"2,2',3,4,4',5,5'-Heptachlorodiphenyl ether  ",O(C[2]C(=C(C(=C(CH=@2)Cl)Cl)Cl)Cl)C[13]C(=CHC(=C(CH=@13)Cl)Cl)Cl
221,-9.09,7.49,354,234.03,-8.9968,-0.0931999999999995,-9.1222,0.03219999999999956,-9.0117,-0.07830000000000048,-9.0857,-0.004300000000000637,"2,2',3,3',4',5,6-Heptachlorodiphenyl ether  ",O(C[2]C(=C(CH=C(C=@2Cl)Cl)Cl)Cl)C[13]C(=C(C(=CHCH=@13)Cl)Cl)Cl
222,-9.05,7.54,391,234.03,-9.0139,-0.03610000000000113,-9.1222,0.07219999999999871,-9.1172,0.0671999999999997,-9.2209,0.1708999999999996,"2,2',3,4',5,5',6-Heptachlorodiphenyl ether  ",O(C[2]C(=C(CH=C(C=@2Cl)Cl)Cl)Cl)C[13]C(=CHC(=C(CH=@13)Cl)Cl)Cl
223,-4.53,4.47,298,92.641,-4.1887,-0.3413000000000004,-4.1746,-0.3554000000000004,-4.2253,-0.3047000000000004,-4.2408,-0.2892000000000001,Heptane  ,CH3CH2CH2CH2CH2CH2CH3
224,-1.81,2.47,298,96.948,-1.7061,-0.1039000000000001,-1.6493,-0.16070000000000007,-1.6104,-0.1996,-1.528,-0.28200000000000003,1-Heptanol  ,CH2(CH2CH2CH2CH2CH2CH3)OH
