MolLogP,MolWt,NumRotatableBonds,num_aromatic_atoms,num_heavy_atoms,Aromatic_Proportion,valence_electrons,num_aromatic_rings,exact_MolWt,heavyatomWt,LASA
2.938400000000001,154.21199999999993,0.0,10,12,0.8333333333333334,58,2,154.07825032,144.13199999999998,71.83712072649615
2.1753,118.179,0.0,6,9,0.6666666666666666,46,1,118.07825032,108.09899999999998,55.520398309157564
1.9505,70.135,0.0,0,5,0.0,30,0,70.07825032,60.05499999999999,33.19318833188676
2.3406,84.162,0.0,0,6,0.0,36,0,84.093900384,72.06599999999999,39.55813044628337
2.730700000000001,98.189,0.0,0,7,0.0,42,0,98.109550448,84.07699999999998,45.92307256067998
3.120800000000002,112.216,0.0,0,8,0.0,48,0,112.12520051199999,96.08799999999998,52.28801467507659
2.5067000000000004,96.17300000000002,0.0,0,7,0.0,40,0,96.093900384,84.07699999999998,45.23346952849571
2.1166,82.146,0.0,0,6,0.0,34,0,82.07825032,72.06599999999999,38.868527414099105
1.7265,68.119,0.0,0,5,0.0,28,0,68.062600256,60.05499999999999,32.5035852997025
1.8926,80.13,0.0,0,6,0.0,32,0,80.062600256,72.06599999999999,38.178924381914854
2.0587,92.141,0.0,0,7,0.0,36,0,92.062600256,84.07699999999998,43.85426346412719
2.0587,92.141,0.0,0,7,0.0,36,0,92.062600256,84.07699999999998,43.85426346412719
2.976700000000002,112.216,2.0,0,8,0.0,48,0,112.12520051199999,96.08799999999998,52.28801467507659
2.1965000000000003,84.162,0.0,0,6,0.0,36,0,84.093900384,72.06599999999999,39.55813044628336
2.976700000000002,112.216,1.0,0,8,0.0,48,0,112.12520051199999,96.08799999999998,52.288014675076575
2.5866000000000007,98.189,0.0,0,7,0.0,42,0,98.109550448,84.07699999999998,45.92307256067996
2.832600000000001,112.216,0.0,0,8,0.0,48,0,112.12520051199999,96.08799999999998,52.288014675076575
3.308900000000002,136.23799999999997,1.0,0,10,0.0,56,0,136.125200512,120.10999999999997,63.63869283950128
2.832600000000001,112.216,0.0,0,8,0.0,48,0,112.12520051199999,96.08799999999998,52.28801467507656
1.6866,78.11399999999999,0.0,6,6,1.0,30,1,78.046950192,72.06599999999999,37.43140311949697
3.3236000000000017,152.19599999999994,0.0,10,12,0.8333333333333334,56,2,152.062600256,144.13199999999998,71.14751769431189
3.374200000000002,148.24899999999997,2.0,6,11,0.5454545454545454,60,1,148.125200512,132.12099999999998,69.25611369148
2.442500000000001,86.17799999999998,0.0,0,6,0.0,38,0,86.109550448,72.06599999999999,40.563961599812586
2.984100000000001,134.22199999999998,0.0,6,10,0.6,54,1,134.109550448,120.10999999999997,62.89117157708339
3.277400000000002,168.239,2.0,12,13,0.9230769230769232,64,2,168.093900384,156.14299999999997,78.8534394399576
3.4718000000000018,182.266,3.0,12,14,0.8571428571428571,70,2,182.109550448,168.15399999999997,85.21838155435421
2.639100000000001,120.19499999999996,2.0,6,9,0.6666666666666666,48,1,120.093900384,108.09899999999998,56.526229462686786
1.4197,68.119,1.0,0,5,0.0,28,0,68.062600256,60.05499999999999,33.19824487727526
3.4193000000000024,148.249,4.0,6,11,0.5454545454545454,60,1,148.125200512,132.12099999999998,69.25611369148
2.1999000000000004,96.173,3.0,0,7,0.0,40,0,96.093900384,84.07699999999998,45.92812910606846
2.980100000000001,124.227,5.0,0,9,0.0,52,0,124.12520051199999,108.09899999999998,58.658013334861685
3.3668000000000022,114.232,5.0,0,8,0.0,50,0,114.14085057599999,96.08799999999998,53.293845828605804
3.5329000000000024,126.243,6.0,0,9,0.0,54,0,126.14085057599999,108.09899999999998,58.969184910818164
3.809400000000003,162.276,5.0,6,12,0.5,66,1,162.140850576,144.13199999999998,75.62105580587661
2.5900000000000007,110.2,4.0,0,8,0.0,46,0,110.109550448,96.08799999999998,52.29307122046507
2.976700000000002,100.205,4.0,0,7,0.0,44,0,100.12520051199999,84.07699999999998,46.92890371420919
3.142800000000002,112.216,5.0,0,8,0.0,48,0,112.12520051199999,96.08799999999998,52.60424279642155
2.5866000000000007,86.178,3.0,0,6,0.0,38,0,86.109550448,72.06599999999999,40.563961599812586
3.029200000000001,134.22199999999998,3.0,6,10,0.6,54,1,134.109550448,120.10999999999997,62.89117157708339
1.8098,82.146,2.0,0,6,0.0,34,0,82.07825032,72.06599999999999,39.56318699167186
2.1965000000000003,72.151,2.0,0,5,0.0,32,0,72.093900384,60.05499999999999,34.19901948541599
2.3626000000000005,84.16199999999999,3.0,0,6,0.0,36,0,84.093900384,72.06599999999999,39.874358567628335
2.752700000000001,98.189,3.0,0,7,0.0,42,0,98.109550448,84.07699999999998,46.23930068202494
2.752700000000001,98.189,3.0,0,7,0.0,42,0,98.109550448,84.07699999999998,46.23930068202494
1.9725,70.13499999999999,2.0,0,5,0.0,30,0,70.07825032,60.05499999999999,33.50941645323173
2.1386000000000003,82.14599999999999,3.0,0,6,0.0,34,0,82.07825032,72.06599999999999,39.18475553544408
3.4022000000000023,156.22799999999998,1.0,10,12,0.8333333333333334,60,2,156.093900384,144.13199999999998,72.84295188002537
2.5574200000000005,120.19499999999996,1.0,6,9,0.6666666666666666,48,1,120.093900384,108.09899999999998,56.52622946268678
4.555400000000003,206.288,1.0,14,16,0.875,78,3,206.109550448,192.17599999999996,95.52461641176059
3.402200000000001,156.22799999999998,1.0,10,12,0.8333333333333334,60,2,156.093900384,144.13199999999998,72.84295188002538
2.811400000000001,134.22199999999998,2.0,6,10,0.6,54,1,134.109550448,120.10999999999997,62.89117157708339
2.5574200000000005,120.19499999999996,1.0,6,9,0.6666666666666666,48,1,120.093900384,108.09899999999998,56.52622946268678
2.249000000000001,106.16799999999996,1.0,6,8,0.75,42,1,106.07825032,96.08799999999998,50.16128734829017
1.9725,70.135,1.0,0,5,0.0,30,0,70.07825032,60.05499999999999,33.50941645323172
1.9725,70.135,1.0,0,5,0.0,30,0,70.07825032,60.05499999999999,33.50941645323172
1.7485,68.119,2.0,0,5,0.0,28,0,68.062600256,60.05499999999999,32.81981342104747
5.763040000000005,256.348,0.0,18,20,0.9,96,4,256.125200512,240.21999999999994,118.20628094349581
4.609840000000004,206.288,0.0,14,16,0.875,78,3,206.109550448,192.17599999999996,95.5246164117606
3.7650600000000023,170.25500000000002,0.0,10,13,0.7692307692307693,66,2,170.109550448,156.14299999999997,79.20789399442198
3.456640000000002,156.228,0.0,10,12,0.8333333333333334,60,2,156.093900384,144.13199999999998,72.84295188002537
3.456640000000002,156.228,0.0,10,12,0.8333333333333334,60,2,156.093900384,144.13199999999998,72.84295188002537
4.301420000000003,192.261,0.0,14,15,0.9333333333333332,72,3,192.093900384,180.16499999999996,89.15967429736399
3.456640000000002,156.22799999999998,0.0,10,12,0.8333333333333334,60,2,156.093900384,144.13199999999998,72.84295188002538
3.148220000000002,142.201,0.0,10,11,0.9090909090909092,54,2,142.07825032,132.12099999999998,66.47800976562876
3.2287000000000017,148.249,0.0,6,11,0.5454545454545454,60,1,148.125200512,132.12099999999998,69.25611369147998
3.456640000000002,156.22799999999998,0.0,10,12,0.8333333333333334,60,2,156.093900384,144.13199999999998,72.84295188002538
2.611860000000001,120.195,0.0,6,9,0.6666666666666666,48,1,120.093900384,108.09899999999998,56.526229462686786
2.611860000000001,120.195,0.0,6,9,0.6666666666666666,48,1,120.093900384,108.09899999999998,56.52622946268678
2.30344,106.168,0.0,6,8,0.75,42,1,106.07825032,96.08799999999998,50.16128734829018
4.301420000000002,192.261,0.0,14,15,0.9333333333333332,72,3,192.093900384,180.16499999999996,89.15967429736398
3.456640000000002,156.228,0.0,10,12,0.8333333333333334,60,2,156.093900384,144.13199999999998,72.84295188002538
3.148220000000001,142.201,0.0,10,11,0.9090909090909092,54,2,142.07825032,132.12099999999998,66.47800976562877
2.611860000000001,120.19499999999998,0.0,6,9,0.6666666666666666,48,1,120.093900384,108.09899999999998,56.526229462686786
2.30344,106.168,0.0,6,8,0.75,42,1,106.07825032,96.08799999999998,50.16128734829017
2.30344,106.168,0.0,6,8,0.75,42,1,106.07825032,96.08799999999998,50.16128734829017
1.99502,92.141,0.0,6,7,0.8571428571428571,36,1,92.062600256,84.07699999999998,43.79634523389357
1.7485,68.119,1.0,0,5,0.0,28,0,68.062600256,60.05499999999999,32.81981342104748
2.8851000000000013,134.22199999999998,2.0,6,10,0.6,54,1,134.109550448,120.10999999999997,62.89117157708339
2.442500000000001,86.178,2.0,0,6,0.0,38,0,86.109550448,72.06599999999999,40.563961599812586
2.442500000000001,86.178,2.0,0,6,0.0,38,0,86.109550448,72.06599999999999,40.563961599812586
3.2001000000000017,134.22199999999998,2.0,6,10,0.6,54,1,134.109550448,120.10999999999997,62.89117157708339
1.3584,54.09199999999999,1.0,0,4,0.0,22,0,54.046950192,48.044,26.454871306650865
2.2185,84.16199999999999,2.0,0,6,0.0,36,0,84.093900384,72.06599999999999,39.874358567628335
2.688500000000001,100.20499999999998,2.0,0,7,0.0,44,0,100.12520051199999,84.07699999999998,46.92890371420919
3.1184200000000013,134.222,1.0,6,10,0.6,54,1,134.109550448,120.10999999999997,62.89117157708339
2.8100000000000014,120.19499999999996,1.0,6,9,0.6666666666666666,48,1,120.093900384,108.09899999999998,56.52622946268678
2.8103000000000007,352.7700000000001,3.0,6,24,0.25,128,1,352.071365944,335.63400000000007,143.82499238361362
0.4390000000000007,478.8850000000002,2.0,6,33,0.1818181818181818,176,1,478.114293376,455.70100000000025,192.73250308009565
0.2649000000000006,464.8580000000002,2.0,6,32,0.1875,170,1,464.098643312,443.6900000000002,186.36756096569903
3.4932000000000016,162.61899999999997,0.0,10,11,0.9090909090909092,54,2,162.023627904,155.56299999999996,70.41633387811383
1.8010000000000004,243.671,2.0,9,15,0.6,78,2,242.975691732,237.62299999999996,93.33347879714394
4.481400000000002,380.913,0.0,0,19,0.0,104,0,377.870630956,372.84899999999993,139.96799807715874
4.452700000000001,389.3200000000001,0.0,0,18,0.0,100,0,385.81600854000004,384.28,138.5472112287764
5.270200000000002,364.914,0.0,0,18,0.0,98,0,361.875716336,356.85,135.17068096899683
5.682800000000001,409.78200000000015,0.0,0,18,0.0,102,0,405.797771632,403.73400000000004,144.74276337968047
5.024200000000001,338.876,0.0,0,16,0.0,88,0,335.860066272,332.828,123.44662789373284
5.241500000000001,373.321,0.0,0,17,0.0,94,0,369.82109392,368.28099999999995,133.7498941206145
3.995,354.875,0.0,0,17,0.0,94,0,351.854980892,348.827,128.24086164592885
4.2434,267.93,0.0,10,14,0.7142857142857143,72,2,265.897208784,265.914,99.76542852065187
3.6515,239.514,0.0,9,12,0.75,62,2,237.892602072,238.506,87.38470554207251
9.8876,498.66200000000026,1.0,12,22,0.5454545454545454,118,2,493.6885268,498.66200000000026,175.52115959437774
9.2342,464.2170000000002,1.0,12,21,0.5714285714285714,112,2,459.727499152,463.2090000000002,165.21789336749603
9.2342,464.2170000000002,1.0,12,21,0.5714285714285714,112,2,459.727499152,463.2090000000002,165.21789336749603
7.9274,395.3270000000001,1.0,12,19,0.631578947368421,100,2,391.805443856,392.30300000000005,144.61136091373265
6.620600000000001,326.437,1.0,12,17,0.7058823529411765,88,2,323.88338856,321.39700000000005,124.00482845996936
4.6592,266.338,0.0,6,12,0.5,66,1,263.847003052,265.33000000000004,93.74196800610133
4.04356,265.914,0.0,6,14,0.4285714285714285,70,1,263.88155872,265.914,100.1595116187543
4.014400000000001,261.919,1.0,6,13,0.4615384615384615,72,1,259.896540088,257.887,94.91718912312315
7.9274,395.3270000000001,1.0,12,19,0.631578947368421,100,2,391.805443856,392.3030000000001,144.61136091373268
7.9274,395.3270000000001,1.0,12,19,0.631578947368421,100,2,391.805443856,392.303,144.61136091373268
6.6206000000000005,326.437,1.0,12,17,0.7058823529411765,88,2,323.88338856,321.39700000000005,124.00482845996933
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.85,134.308094686851
2.7002000000000006,221.039,2.0,6,13,0.4615384615384615,70,1,219.969399412,214.99099999999999,84.8371208838002
8.580799999999998,429.77200000000016,1.0,12,20,0.6,106,2,425.766471504,427.7560000000001,154.91462714061436
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.85,134.308094686851
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.8500000000001,134.308094686851
6.6206000000000005,326.437,1.0,12,17,0.7058823529411765,88,2,323.88338856,321.39700000000005,124.00482845996932
7.274,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.85,134.308094686851
5.967200000000002,291.992,1.0,12,16,0.75,82,2,289.922360912,285.94399999999996,113.70156223308766
4.9536,250.339,0.0,6,11,0.5454545454545454,60,1,247.852088432,249.331,88.94773425390531
6.620600000000001,326.437,1.0,12,17,0.7058823529411765,88,2,323.88338856,321.397,124.00482845996936
5.313800000000002,257.547,1.0,12,15,0.8,76,2,255.961333264,250.49099999999996,103.39829600620601
3.3523999999999994,197.448,0.0,6,10,0.6,54,1,195.924947756,194.424,73.135435552338
7.274,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.85,134.308094686851
6.620600000000001,326.437,1.0,12,17,0.7058823529411765,88,2,323.88338856,321.39700000000005,124.00482845996932
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.85,134.308094686851
6.620600000000001,326.437,1.0,12,17,0.7058823529411765,88,2,323.88338856,321.397,124.00482845996933
6.6206000000000005,326.437,1.0,12,17,0.7058823529411765,88,2,323.88338856,321.39700000000005,124.00482845996933
4.3002,215.894,0.0,6,10,0.6,54,1,213.891060784,213.878,78.64446802702365
5.967200000000002,291.992,1.0,12,16,0.75,82,2,289.922360912,285.944,113.70156223308769
5.967200000000002,291.992,1.0,12,16,0.75,82,2,289.922360912,285.94399999999996,113.70156223308769
4.660400000000003,223.102,1.0,12,14,0.8571428571428571,70,2,222.000305616,215.03799999999995,93.09502977932435
2.4857000000000005,177.03,1.0,6,10,0.6,54,1,175.979570172,170.982,69.19711143985293
2.8650800000000007,172.01399999999998,0.0,6,10,0.6,50,1,170.964254456,168.98999999999998,68.79545736912563
-0.3512999999999996,297.74500000000006,1.0,6,17,0.3529411764705882,94,1,296.9644754159999,289.68100000000004,103.05494715630499
2.714120000000001,365.8420000000001,2.0,12,24,0.5,126,2,365.060090052,349.7140000000001,144.8175853997828
0.8788000000000005,289.744,2.0,6,18,0.3333333333333333,98,1,289.028789924,277.64799999999997,109.55051970712347
-0.0608999999999999,295.72900000000004,1.0,6,17,0.3529411764705882,92,1,294.9488253519999,289.68100000000004,102.40040745855705
8.580799999999998,429.77200000000016,1.0,12,20,0.6,106,2,425.766471504,427.7560000000001,154.91462714061439
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.8500000000001,134.308094686851
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.85,134.308094686851
6.620600000000001,326.437,1.0,12,17,0.7058823529411765,88,2,323.88338856,321.397,124.00482845996935
6.6206000000000005,326.437,1.0,12,17,0.7058823529411765,88,2,323.88338856,321.39700000000005,124.00482845996935
5.313800000000002,257.547,1.0,12,15,0.8,76,2,255.961333264,250.49099999999996,103.39829600620601
3.1102000000000007,255.484,3.0,6,14,0.4285714285714285,76,1,253.93042705999997,250.444,95.14038711068184
4.217000000000004,345.226,3.0,11,22,0.5,120,2,344.06944779599996,327.082,138.33674219062112
3.3524000000000003,197.448,0.0,6,10,0.6,54,1,195.924947756,194.424,73.135435552338
4.542900000000002,321.549,4.0,6,16,0.375,90,1,319.899734786,313.485,113.7916498206688
2.0024,299.8020000000001,7.0,6,20,0.3,112,1,299.14005462399996,277.626,124.57886014192627
1.8907,330.749,5.0,11,21,0.5238095238095238,112,2,330.00772013200003,319.66100000000006,124.92226167058834
2.7076000000000007,193.029,1.0,6,11,0.5454545454545454,60,1,191.974484792,186.98099999999997,74.31065666935982
2.5621400000000008,354.81500000000005,3.0,12,23,0.5217391304347826,122,2,354.04410564,339.69500000000005,138.4928745209081
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.8500000000001,134.308094686851
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.8500000000001,134.308094686851
2.662440000000001,156.61199999999997,0.0,6,10,0.6,54,1,156.034192588,147.53999999999996,65.25878732736786
4.3002,215.894,0.0,6,10,0.6,54,1,213.891060784,213.878,78.64446802702365
2.3622,220.055,1.0,6,13,0.4615384615384615,70,1,218.985383824,212.999,85.38277782861687
2.2738,206.028,1.0,6,12,0.5,64,1,204.96973376,200.98799999999997,78.69852423690939
5.967200000000002,291.992,1.0,12,16,0.75,82,2,289.922360912,285.944,113.70156223308769
5.313800000000002,257.547,1.0,12,15,0.8,76,2,255.961333264,250.49099999999996,103.39829600620601
5.313800000000002,257.547,1.0,12,15,0.8,76,2,255.961333264,250.49099999999996,103.39829600620601
5.313800000000001,257.547,1.0,12,15,0.8,76,2,255.961333264,250.49099999999996,103.39829600620601
2.35402,142.58499999999998,0.0,6,9,0.6666666666666666,48,1,142.018542524,135.529,58.89384521297126
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.85,134.308094686851
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.85,134.30809468685104
5.313800000000002,257.547,1.0,12,15,0.8,76,2,255.961333264,250.49099999999996,103.39829600620601
3.273900000000001,239.485,2.0,6,13,0.4615384615384615,70,1,237.93551244,234.445,90.02684188117496
5.967200000000001,291.992,1.0,12,16,0.75,82,2,289.922360912,285.944,113.70156223308767
5.967200000000002,291.992,1.0,12,16,0.75,82,2,289.922360912,285.944,113.70156223308767
5.313800000000001,257.547,1.0,12,15,0.8,76,2,255.961333264,250.49099999999996,103.398296006206
3.8248000000000015,253.132,1.0,12,16,0.75,82,2,252.02210368,243.05199999999996,103.77481117334976
4.660400000000002,223.102,1.0,12,14,0.8571428571428571,70,2,222.000305616,215.03799999999995,93.09502977932434
5.967200000000001,291.992,1.0,12,16,0.75,82,2,289.922360912,285.944,113.70156223308767
5.967200000000001,291.992,1.0,12,16,0.75,82,2,289.922360912,285.944,113.70156223308767
5.313800000000001,257.547,1.0,12,15,0.8,76,2,255.961333264,250.49099999999996,103.39829600620601
4.660400000000002,223.102,1.0,12,14,0.8571428571428571,70,2,222.000305616,215.03799999999995,93.09502977932434
3.6468000000000007,181.449,0.0,6,9,0.6666666666666666,48,1,179.930033136,178.42499999999998,68.34120180014197
5.144700000000002,289.545,2.0,12,17,0.7058823529411765,88,2,287.951162504,282.489,113.3060749879089
3.237000000000002,249.093,5.0,6,15,0.4,82,1,248.00069954,239.01299999999998,97.56700511259339
2.4568000000000003,221.039,3.0,6,13,0.4615384615384615,70,1,219.96939941199997,214.99099999999996,84.83712088380017
2.845300000000001,235.066,3.0,6,14,0.4285714285714285,76,1,233.985049476,227.00199999999998,91.2020629981968
2.699,163.003,0.0,6,9,0.6666666666666666,48,1,161.963920108,158.971,62.83216932545633
1.4359999999999995,261.064,1.0,11,16,0.6875,84,2,259.975547412,255.016,99.38794059873831
2.575600000000001,162.019,0.0,6,9,0.6666666666666666,48,1,160.97990452,156.97899999999998,63.377826270273026
3.3419000000000016,218.083,2.0,6,13,0.4615384615384615,70,1,217.006119268,209.011,86.84414620010195
4.257200000000004,275.179,4.0,6,17,0.3529411764705882,94,1,274.06396849199996,259.051,111.69880621349513
3.0869000000000018,233.098,1.0,6,14,0.4285714285714285,76,1,232.0170183,223.01799999999997,92.6039798703053
3.0185000000000013,249.097,2.0,6,15,0.4,82,1,248.01193292,239.01699999999997,97.67156359929015
5.967200000000002,291.992,1.0,12,16,0.75,82,2,289.922360912,285.94399999999996,113.70156223308766
5.967200000000002,291.992,1.0,12,16,0.75,82,2,289.922360912,285.944,113.70156223308767
5.313800000000001,257.547,1.0,12,15,0.8,76,2,255.961333264,250.49099999999996,103.398296006206
3.6468000000000007,181.449,0.0,6,9,0.6666666666666666,48,1,179.930033136,178.42499999999998,68.34120180014197
4.660400000000002,223.102,1.0,12,14,0.8571428571428571,70,2,222.000305616,215.03799999999995,93.09502977932434
4.660400000000002,223.102,1.0,12,14,0.8571428571428571,70,2,222.000305616,215.03799999999995,93.09502977932434
4.007000000000002,188.657,1.0,12,13,0.9230769230769232,64,2,188.039277968,179.58499999999995,82.79176355244267
4.233520000000002,343.21700000000004,1.0,17,23,0.7391304347826086,114,3,342.043901744,331.121,142.96332309881646
3.101300000000001,321.163,1.0,12,21,0.5714285714285714,106,2,320.01193292,311.08299999999997,130.58496549069287
6.187900000000003,318.0300000000001,2.0,12,18,0.6666666666666666,92,2,315.938010976,309.966,125.74184342969666
2.6484200000000007,126.586,0.0,6,8,0.75,42,1,126.023627904,119.52999999999999,54.09961146077524
2.9934000000000003,147.00399999999996,0.0,6,8,0.75,42,1,145.969005488,142.97199999999998,58.037935573260306
4.0676000000000005,331.202,3.0,18,22,0.8181818181818182,110,3,330.032668364,319.106,137.750595813874
2.0382,156.56799999999998,1.0,6,10,0.6,52,1,155.99780708,151.52799999999996,63.05536731301502
1.9222,127.574,0.0,6,8,0.75,42,1,127.01887687199999,121.52599999999998,53.07456004339135
2.2984,169.61099999999996,1.0,6,11,0.5454545454545454,58,1,169.029441556,161.54699999999997,70.17593785882364
1.8034,186.594,3.0,6,12,0.5,64,1,186.00837176399997,179.53799999999998,74.53385465691849
2.1919,200.62099999999995,3.0,6,13,0.4615384615384615,70,1,200.024021828,191.54899999999995,80.89879677131512
2.0456000000000003,128.558,0.0,6,8,0.75,42,1,128.00289246,123.51799999999999,52.52890309857465
2.729300000000001,274.70300000000003,1.0,12,19,0.631578947368421,96,2,274.03967189200006,263.61499999999995,114.95005982384991
2.640900000000001,260.676,1.0,12,18,0.6666666666666666,90,2,260.024021828,251.60399999999996,108.26580623214244
3.4932000000000016,162.61899999999997,0.0,10,11,0.9090909090909092,54,2,162.023627904,155.56299999999996,70.41633387811383
3.153800000000002,284.74600000000004,1.0,12,20,0.6,100,2,284.07164071600005,271.642,122.06237911260713
4.513500000000004,446.01600000000025,7.0,12,30,0.4,160,2,445.159075816,417.79200000000014,187.47214286927291
3.942700000000003,403.9790000000002,6.0,12,27,0.4444444444444444,144,2,403.14851113199995,377.7710000000002,170.26142506312507
4.580200000000004,373.95300000000015,4.0,12,25,0.48,132,2,373.137946448,349.7610000000001,159.10224919653248
4.894400000000004,318.8730000000001,4.0,12,21,0.5714285714285714,110,2,318.09574728800004,299.721,135.25342033666848
2.8698200000000016,196.681,2.0,6,13,0.4615384615384615,70,1,196.076726096,183.57699999999997,83.84959396002856
2.8698200000000016,196.681,2.0,6,13,0.4615384615384615,70,1,196.076726096,183.57699999999997,83.84959396002856
2.11182,200.621,3.0,6,13,0.4615384615384615,70,1,200.024021828,191.54899999999998,80.89879677131513
3.641700000000003,494.0130000000003,8.0,12,33,0.3636363636363636,178,2,493.14381967599996,465.78900000000027,198.64724753010972
2.5003199999999994,214.648,3.0,6,14,0.4285714285714285,76,1,214.039671892,203.55999999999997,87.26373888571173
3.9954000000000014,269.127,2.0,12,17,0.7058823529411765,88,2,268.00578492,259.04699999999997,109.04843939811299
3.6468000000000007,181.449,0.0,6,9,0.6666666666666666,48,1,179.930033136,178.42499999999998,68.34120180014197
4.660400000000003,223.102,1.0,12,14,0.8571428571428571,70,2,222.000305616,215.03799999999995,93.09502977932434
4.007000000000002,188.657,1.0,12,13,0.9230769230769232,64,2,188.039277968,179.58499999999995,82.79176355244267
2.993400000000001,147.004,0.0,6,8,0.75,42,1,145.969005488,142.97199999999998,58.037935573260306
2.0382,156.56799999999998,1.0,6,10,0.6,52,1,155.99780708,151.528,63.05536731301502
1.9222,127.574,0.0,6,8,0.75,42,1,127.01887687199999,121.52599999999998,53.07456004339135
3.2969000000000017,213.664,2.0,6,14,0.4285714285714285,76,1,213.055656304,201.56799999999998,88.01936731712375
2.1918999999999995,200.621,3.0,6,13,0.4615384615384615,70,1,200.024021828,191.54899999999998,80.89879677131513
2.0456,128.558,0.0,6,8,0.75,42,1,128.00289246,123.51799999999999,52.52890309857465
4.660400000000002,223.102,1.0,12,14,0.8571428571428571,70,2,222.000305616,215.03799999999995,93.09502977932435
4.007000000000002,188.657,1.0,12,13,0.9230769230769232,64,2,188.039277968,179.58499999999995,82.79176355244267
6.187900000000003,318.0300000000001,2.0,12,18,0.6666666666666666,92,2,315.938010976,309.966,125.74184342969666
2.6484200000000007,126.586,0.0,6,8,0.75,42,1,126.023627904,119.52999999999999,54.09961146077524
2.993400000000001,147.00400000000002,0.0,6,8,0.75,42,1,145.969005488,142.97199999999998,58.037935573260306
4.180900000000003,339.2180000000001,4.0,12,22,0.5454545454545454,116,2,338.047649732,323.09000000000003,138.989041433054
3.9273200000000026,357.793,4.0,15,25,0.6,128,3,357.07678567199997,341.6650000000001,148.94809374556098
2.0382,156.56799999999998,1.0,6,10,0.6,52,1,155.99780708,151.528,63.05536731301502
1.9222,127.574,0.0,6,8,0.75,42,1,127.01887687199999,121.52599999999998,53.07456004339135
2.2984,169.611,1.0,6,11,0.5454545454545454,58,1,169.029441556,161.54699999999997,70.17593785882366
2.4335000000000004,198.653,1.0,6,13,0.4615384615384615,70,1,198.055990652,187.56499999999997,82.30071364342363
2.825400000000001,236.70200000000003,2.0,6,16,0.375,84,1,236.071640716,223.59799999999998,100.39476537847274
2.365100000000001,214.652,2.0,6,14,0.4285714285714285,76,1,214.050905272,203.56399999999996,87.3682973724085
4.225800000000003,290.75,3.0,12,20,0.6,104,2,290.0822054,275.63,122.47135307899457
1.8034,186.594,3.0,6,12,0.5,64,1,186.00837176399997,179.53799999999995,74.5338546569185
3.1243000000000016,293.754,4.0,11,20,0.55,106,2,293.093104432,277.626,122.08336500628032
2.0456,128.558,0.0,6,8,0.75,42,1,128.00289246,123.51799999999999,52.52890309857465
5.420300000000004,342.875,8.0,6,18,0.3333333333333333,102,1,341.973857062,326.74700000000007,127.07453289631017
1.7379,276.745,4.0,6,17,0.3529411764705882,94,1,276.033540956,263.64099999999996,105.21646016364002
2.34,112.55899999999995,0.0,6,7,0.8571428571428571,36,1,112.00797784,107.51899999999998,47.73466934637863
4.5523,272.773,0.0,0,11,0.0,62,0,269.81311608,272.773,93.63357962880828
1.48538,241.678,1.0,0,16,0.0,86,0,241.061804304,229.582,98.38220415718773
3.644400000000001,290.832,0.0,0,12,0.0,72,0,287.860066272,284.784,101.37772780757338
1.0732,166.571,0.0,10,11,0.9090909090909092,54,2,166.004623776,163.547,67.2949258018999
1.0731999999999997,166.57099999999997,0.0,10,11,0.9090909090909092,54,2,166.004623776,163.547,67.2949258018999
2.3222,241.461,1.0,6,13,0.4615384615384615,70,1,239.926010376,238.43699999999998,88.22143844473759
4.718100000000002,350.591,6.0,6,18,0.3333333333333333,102,1,348.926283882,339.50300000000004,125.74118203040851
3.9379000000000017,322.53700000000003,4.0,6,16,0.375,90,1,320.894983754,315.481,113.01129780161531
1.803,229.715,5.0,6,15,0.4,84,1,229.10942319199998,213.587,94.89296182940923
1.6708799999999997,240.698,4.0,6,16,0.375,86,1,240.08902209599998,227.594,99.07557002428261
1.3885999999999998,201.661,4.0,6,13,0.4615384615384615,72,1,201.07812306399998,189.565,81.95310611402068
1.7770999999999997,215.688,4.0,6,14,0.4285714285714285,78,1,215.09377312799998,201.576,88.3180482284173
2.1655999999999995,229.71500000000003,4.0,6,15,0.4,84,1,229.10942319199998,213.587,94.6829903428139
4.527700000000005,402.9180000000002,2.0,0,28,0.0,150,0,402.159787024,375.70200000000017,170.5772215904051
4.431120000000004,362.7710000000001,6.0,10,22,0.4545454545454545,120,2,362.0144589219999,346.6430000000001,137.9279471658833
